Type,Sku,supplier_sku,supplier_name,Name,Brand Name,Short Description,Description,Part Number,In stock,Regular Price,_supplier_price,New Category Path,Special Price,min_order,sale_term,Focus Keyword,Meta _Description,Estimated Dispatch,,Images,datasheet_pdf,Features_1,Features_2,Features_3,Features_4,Features_5,Features_6,Features_7,Features_8,Features_9,Features_10,specification_1,specification_2,specification_3,specification_4,specification_5,specification_6,specification_7,specification_8,specification_9,specification_10,specification_11,specification_12,specification_13,specification_14,specification_15,specification_16,specification_17,specification_18,specification_19,specification_20,Civil Defence Approved,,product_url
,pack-0047,,,"24"" x 100 Feet/Roll Ditty Dots Cutter Box Gift Wrap",,"24"" x 100 Feet/Roll Ditty Dots Cutter Box Gift Wrap",Each roll of gift wrap is packaged in a box for storing. Scissors are needed for cutting the paper. These cutter boxes will wrap approximately 40-50 gifts.,,1,129.35482,,Gift Packing Accessories>Gift Wrap>Polka Dot Gift Wrap,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/ditty_dots_gift_wrap_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0048,,,"24"" x 417 Feet/Roll Ditty Dots Half Ream Gift Wrap",,"24"" x 417 Feet/Roll Ditty Dots Half Ream Gift Wrap",Each roll of gift wrap is packaged in a box for storing. Scissors are needed for cutting the paper. These cutter boxes will wrap approximately 40-50 gifts.,,1,371.91297,,Gift Packing Accessories>Gift Wrap>Polka Dot Gift Wrap,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/ditty_dots_gift_wrap_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0049,,,"24"" x 833 Feet/Roll Ditty Dots Full Ream Gift Wrap",,"24"" x 833 Feet/Roll Ditty Dots Full Ream Gift Wrap",Each roll of gift wrap is packaged in a box for storing. Scissors are needed for cutting the paper. These cutter boxes will wrap approximately 40-50 gifts.,,1,665.92718,,Gift Packing Accessories>Gift Wrap>Polka Dot Gift Wrap,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/ditty_dots_gift_wrap_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0050,,,"2"" x 55 Yard Ultra Clear (2.6 mil) Packing Tape - 4/Case",,"2"" x 55 Yard Ultra Clear (2.6 mil) Packing Tape - 4/Case",Ultra Clear Adhesive. Tape is so clear that you can clearly see all the way down to the cardboard core.,,1,221.97573,,Gift Packing Accessories>Accessories>Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/ultra_clear_tape_e897b0ca-8747-4270-a69f-37a70dff1081_2000x.jpg?v=1525729318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0051,,,"Assorted Holiday Luggage Gift Tags - 60 Pack - 2-3/8"" X 4""",,"Assorted Holiday Luggage Gift Tags - 60 Pack - 2-3/8"" X 4""","Personalize gifts and packages easily with retail-ready packages of pre-strung gift tags. These 2-3/8"" tags feature festive holiday illustrations and Christmas wishes on the front with ample space on the back to indicate a special message or gift recipient. Each tag comes strung with convenient ribbon ties. Christmas gift tag packages are a great addition to any retail store, seasonal product display, gift package, or craft project.",,1,,,Gift Packing Accessories>Accessories>Tags,,,,,,,,https://www.papermart.com/Images/Item/large/98856404-Assorted-Holiday-Luggage-GiftTags-Title.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0052,,,"Assorted Kraft Holiday Greetings Strung Gift Tags - 3 Pack - 2-3/8"" X 4""",,"Assorted Kraft Holiday Greetings Strung Gift Tags - 3 Pack - 2-3/8"" X 4""","Offer customers a chance to personalize their next gift with these retail-ready packages of kraft gift tags. These 2-3/8"" gift tags feature a festive holiday design and phrase on the front with ample space on the back to indicate a special message or gift recipient. Each tag also has a convenient string attachment. Pre-strung gift tag packages are great for retail stores, seasonal product display, and gift packages.",,1,,,Gift Packing Accessories>Accessories>Tags,,,,,,,,https://www.papermart.com/Images/Item/large/98856402-Assorted-HolidayGreetings-Kraft-GiftTags-Title.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0053,,,"Assorted Contemporary Designs Kraft Gift Tags - 32 Pack - 3"" X 1""",,"Assorted Contemporary Designs Kraft Gift Tags - 32 Pack - 3"" X 1""","Stock up for the holiday season with retail-ready packages of stylish kraft gift tags. These 3"" gift tags feature a kraft paper construction with flattering die-cut detail that emphasizes a modern twist on classic holiday phrases and imagery on the front. The gift tag back is completely blank to indicate a special message or gift recipient. Each tag also has a convenient string attachment. Blank Christmas gift tags are the perfect accent to retail product display, gift packages, and craft projects.",,1,,,Gift Packing Accessories>Accessories>Tags,,,,,,,,https://www.papermart.com/Images/Item/large/98856401-Assorted-Contemporary-Kraft-GiftTags-Title.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0054,,,Metallic & Iridescent Fancy Blended Shred,,Metallic & Iridescent Fancy Blended Shred,Blended paper and metallic or iridescent film crinkle shreds give the fill a lot more life and sparkle. Great to make your package look more expensive.,,1,225.80634,,Gift Packing Accessories>Accessories>Gift Baskets & Supplies,,,,,,,,https://www.papermart.com/Images/Item/large/80-12-1000-shred.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0055,,,Fine Cut Colored Mix Paper Shred,,Fine Cut Colored Mix Paper Shred,"Keep your items safe with multicolored finely cut paper shred. This paper shred creates a protective cushion around items of any shape or size. Made of sturdy dyed paper, this shred gives your packaging volume while adding fun pops of color. It is available in a variety of blends.",,1,95.67968,,Gift Packing Accessories>Accessories>Gift Baskets & Supplies,,,,,,,,https://www.papermart.com/Images/Item/large/80-2-3060-shred.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0056,,,Iridescent Angel Hair Shred,,Iridescent Angel Hair Shred,"A very fine and beautiful, top of the line shred that is all iridescent with lots of sparkle. It comes in long strands, like hair, and has to be pulled apart. Just a pinch of this in a basket or tied with a bow gives sizzle to your package.",,1,43.59472,,Gift Packing Accessories>Accessories>Gift Baskets & Supplies,,,,,,,,https://www.papermart.com/Images/Item/large/80-71-10_shred_closeup.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0057,,,Natural Shredded Wood Excelsior,,Natural Shredded Wood Excelsior,Use excelsior aspen wood shreds for more support than paper shreds can provide. Natural excelsior has no added color so you see genuine wood for an untouched look. There may be naturally occurring color variations in the wood shavings based upon the type of tree.,,1,207.71096,,Gift Packing Accessories>Accessories>Gift Baskets & Supplies,,,,,,,,https://www.papermart.com/Images/Item/large/2171188-update.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0058,,,Bellac Oval Baskets,,Bellac Oval Baskets,"These large oval baskets come with metal hinged flexible handles that either lay flat or swing up for easy carrying. Baskets are woven by hand using natural willow, so there may be small variances in the color and dimensions. These sturdy baskets are tapered meaning the top is larger than the bottom.",,1,173.72138,,Gift Packing Accessories>Accessories>Gift Baskets & Supplies,,,,,,,,https://www.papermart.com/Images/Item/large/91827013-title.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
