Type,Sku,supplier_sku,supplier_name,Name,Brand Name,Short Description,Description,Part Number,In stock,Regular Price,_supplier_price,New Category Path,Special Price,min_order,sale_term,Focus Keyword,Meta _Description,Estimated Dispatch,,Images,datasheet_pdf,Features_1,Features_2,Features_3,Features_4,Features_5,Features_6,Features_7,Features_8,Features_9,Features_10,specification_1,specification_2,specification_3,specification_4,specification_5,specification_6,specification_7,specification_8,specification_9,specification_10,specification_11,specification_12,specification_13,specification_14,specification_15,specification_16,specification_17,specification_18,specification_19,specification_20,Civil Defence Approved,,product_url
,pack-0011,,,"3M 620 - 2"" Anti-Static Tape Dispenser",,"3M 620 - 2"" Anti-Static Tape Dispenser",3M 620 - 2 inch anti-static tape dispenser. Use to dispense 3M anti-static tape. Base is weighted for added stability. Holds tape up to 2 inch wide on 3 inch cores.,,1,1363.44,,Tape>Dispensers>Table Top Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/3m-620-2-anti-static-tape-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0012,,,"3M P52W 3"" Core Table Top Dispenser",,"3M P52W 3"" Core Table Top Dispenser","3M P52W 3"" Core Table Top Dispenser. Convenient 1"" and 3"" core tape dispensers keep hands free. Weighted and balanced for stability on work services. Withstands industrial demands and large volume packaging operations with its high impact plastic construction. Allows for one-handed dispensing of a wide variety of tapes. Holds multiple rolls of 3"" core tapes. 2"" wide blade.",,1,428.65757,,Tape>Dispensers>Table Top Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/3m-p52w-3-core-table-top-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0013,,,"3M C22 3"" Core Table Top Dispenser",,"3M C22 3"" Core Table Top Dispenser","3M C22 3"" Core Table Top Dispenser. Convenient 1"" and 3"" core tape dispensers keep hands free. Weighted and balanced for stability on work services. Great for studios, classrooms and frame shops. Allows for one-handed dispensing of a wide variety of tapes. Holds 2 rolls of 1"" wide tape on 3"" cores.",,1,358.47,,Tape>Dispensers>Table Top Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/3m-c22-3-core-table-top-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0014,,,"3M C25 3"" Core Table Top Dispenser",,"3M C25 3"" Core Table Top Dispenser","3M C25 3"" Core Table Top Dispenser. Convenient 1"" and 3"" core tape dispensers keep hands free. Weighted and balanced for stability on work services. Heavy-duty dispenser for busy offices and retail counters. Allows for one-handed dispensing of a wide variety of tapes. Holds tape on a 3"" core.",,1,151.79,,Tape>Dispensers>Table Top Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/3m-c25-3-core-table-top-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0015,,,Double Sided Masking Tape Dispenser,,Double Sided Masking Tape Dispenser,"The Double Sided Masking Tape Dispenser is an attractive, metal desktop model with fine blade and metal spool that adjusts easily for adhesive tapes",,1,560.29932,,Tape>Dispensers>Masking Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/double-sided-masking-tape-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0016,,,"1"" Single Roll Masking Tape Dispenser",,"1"" Single Roll Masking Tape Dispenser","Dispense single or multiple rolls of tape on the same dispenser (for the 2"" or 3"" styles). Guides keep tape separated for an easy fit.Serrated blade cuts tape cleanly.",,1,88.61877,,Tape>Dispensers>Masking Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/1-tape-logic-single-roll-table-top-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0017,,,"2"" Table Top Masking Tape Dispenser (can hold multiple rls)",,"2"" Table Top Masking Tape Dispenser (can hold multiple rls)","Dispense single or multiple rolls of tape on the same dispenser (for the 2"" or 3"" styles). Guides keep tape separated for an easy fit.Serrated blade cuts tape cleanly.",,1,104.19852,,Tape>Dispensers>Table Top Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/1-tape-logic-single-roll-table-top-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0018,,,"3"" Table Top Masking Tape Dispenser (can hold multiple rls)",,"3"" Table Top Masking Tape Dispenser (can hold multiple rls)","Dispense single or multiple rolls of tape on the same dispenser (for the 2"" or 3"" styles). Guides keep tape separated for an easy fit.Serrated blade cuts tape cleanly.",,1,120.77881,,Tape>Dispensers>Table Top Tape Dispenser,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/2-tape-logic-multi-roll-table-top-dispenser_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0019,,,"0.5"" Mini Tape Dispenser",,"0.5"" Mini Tape Dispenser","Boost your productivity with the Desktop Tape Dispenser. Its sleek wave design looks great and complements most office decor. Our dispenser is weighted for easy, one-handed dispensing to save time and effort.",,1,433.07 incl,,Tape>Dispensers>Tape Dispenser,,,,,,,,https://www.upack.in/media/catalog/product/cache/1a5cb7b56cc703e17bb7df121f1b26e5/i/m/img_24741.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0020,,,"1"" Tape Dispenser",,"1"" Tape Dispenser","Boost your productivity with the Desktop Tape Dispenser. Its sleek wave design looks great and complements most office decor. Our dispenser is weighted for easy, one-handed dispensing to save time and effort.",,1,437.63,,Tape>Dispensers>Tape Dispenser,,,,,,,,https://www.upack.in/media/catalog/product/cache/1a5cb7b56cc703e17bb7df121f1b26e5/i/m/img_24781.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0021,,,"2"" Tape Dispenser",,"2"" Tape Dispenser","Boost your productivity with the Desktop Tape Dispenser. Its sleek wave design looks great and complements most office decor. Our dispenser is weighted for easy, one-handed dispensing to save time and effort.",,1,547.5,,Tape>Dispensers>Tape Dispenser,,,,,,,,https://www.upack.in/media/catalog/product/cache/1a5cb7b56cc703e17bb7df121f1b26e5/u/p/uptd_1__1_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0022,,,"3"" Tape Dispenser",,"3"" Tape Dispenser","Boost your productivity with the Desktop Tape Dispenser. Its sleek wave design looks great and complements most office decor. Our dispenser is weighted for easy, one-handed dispensing to save time and effort.",,1,749.21,,Tape>Dispensers>Tape Dispenser,,,,,,,,https://www.upack.in/media/catalog/product/cache/1a5cb7b56cc703e17bb7df121f1b26e5/i/m/img_24791.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0023,,,"2"" x 60 Yard Silver Duct Tape - 3/Case",,"2"" x 60 Yard Silver Duct Tape - 3/Case","Aggressive adhesive holds tightly and backing conforms to the rough surface. Strong waterproof backing for long term resistance to wear, abrasion, moisture, and weathering.Aggressive adhesion to most surfaces. Tack-free edges. Writable surface. Meets UL723, had, and Boca codes.",,1,93.62144,,Tape>Duct Tape>Silver Duct Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/silver-duct-tape_566c0188-0395-4cc4-bd99-894ea6b93436_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0024,,,"2"" x 60 Yard Silver Duct Tape - 24 rolls/case 24/Case",,"2"" x 60 Yard Silver Duct Tape - 24 rolls/case 24/Case","Aggressive adhesive holds tightly and backing conforms to the rough surface. Strong waterproof backing for long term resistance to wear, abrasion, moisture, and weathering.Aggressive adhesion to most surfaces. Tack-free edges. Writable surface. Meets UL723, had, and Boca codes.",,1,220.54639,,Tape>Duct Tape>Silver Duct Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/silver-duct-tape_d76765f4-fea1-4be3-b0ff-f9b24ad0386e_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0025,,,"3"" x 60 Yard Silver Duct Tape - 16 rolls/case 16/Case",,"3"" x 60 Yard Silver Duct Tape - 16 rolls/case 16/Case","Aggressive adhesive holds tightly and backing conforms to the rough surface. Strong waterproof backing for long term resistance to wear, abrasion, moisture, and weathering.Aggressive adhesion to most surfaces. Tack-free edges. Writable surface. Meets UL723, had, and Boca codes.",,1,516.56167,,Tape>Duct Tape>Silver Duct Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/silver-duct-tape_14f7f749-35f6-49dd-b3c1-f85c7884403d_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0026,,,"3"" x 60 Yard Silver Duct Tape - 3/Case",,"3"" x 60 Yard Silver Duct Tape - 3/Case","Aggressive adhesive holds tightly and backing conforms to the rough surface. Strong waterproof backing for long term resistance to wear, abrasion, moisture, and weathering.Aggressive adhesion to most surfaces. Tack-free edges. Writable surface. Meets UL723, had, and Boca codes.",,1,132.64229,,Tape>Duct Tape>Silver Duct Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/silver-duct-tape_14f7f749-35f6-49dd-b3c1-f85c7884403d_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0027,,,"2"" x 35 Yard Gorilla Duct Tape",,"2"" x 35 Yard Gorilla Duct Tape","An incredibly strong adhesive for the toughest jobs. Double thick adhesive fills in gaps on rough, uneven surfaces for extra grip. Tough, reinforced backing contributes to the tape's durability and strength, but it can still be ripped by hand. Rugged, weather resistant shell helps create a barrier that can withstand harsh elements.",,1,50.74139,,Tape>Duct Tape>Gorilla Duct Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/2-x-35-yards-gorilla-duct-tape_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0028,,,"2"" x 30 Yard White Gorilla Duct Tape",,"2"" x 30 Yard White Gorilla Duct Tape","An incredibly strong adhesive for the toughest jobs. Double thick adhesive fills in gaps on rough, uneven surfaces for extra grip. Tough, reinforced backing contributes to the tape's durability and strength, but it can still be ripped by hand. Rugged, weather resistant shell helps create a barrier that can withstand harsh elements.",,1,50.16966,,Tape>Duct Tape>Gorilla Duct Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/2-x-30-yards-white-gorilla-duct-tape_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0029,,,"3"" x 30 Yard Black Gorilla Duct Tape",,"3"" x 30 Yard Black Gorilla Duct Tape","An incredibly strong adhesive for the toughest jobs. Double thick adhesive fills in gaps on rough, uneven surfaces for extra grip. Tough, reinforced backing contributes to the tape's durability and strength, but it can still be ripped by hand. Rugged, weather resistant shell helps create a barrier that can withstand harsh elements.",,1,72.03848,,Tape>Duct Tape>Gorilla Duct Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/3-x-30-yards-black-gorilla-duct-tape_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0030,,,"1/2"" x 36 Yard Adhesive Transfer Tape 2/Case",,"1/2"" x 36 Yard Adhesive Transfer Tape 2/Case","Finger touch application of premium pressure sensitive adhesive. Soft acrylic pressure-sensitive adhesive system features very high initial adhesion and good shear holding power to a wide variety of materials including most plastics. High strength, high tack 5-mil adhesive adheres to many difficult-to-bond materials. Readily bond, join, mount or laminate materials such as paper, plastics, metal, foam and more. Reverse-wound on a 1"" core. Ideal tape application temperature range is 70°F - 100°F. Densified Kraft paper liner with a high strength acrylic adhesive.",,1,46.88219,,Tape>Adhesive Transfer>Adhesive Transfer Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/adhesive_transfer_tape_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0031,,,"1/2"" x 36 Yard Adhesive Transfer Tape - Bulk Case 72/Case",,"1/2"" x 36 Yard Adhesive Transfer Tape - Bulk Case 72/Case","Finger touch application of premium pressure sensitive adhesive. Soft acrylic pressure-sensitive adhesive system features very high initial adhesion and good shear holding power to a wide variety of materials including most plastics. High strength, high tack 5-mil adhesive adheres to many difficult-to-bond materials. Readily bond, join, mount or laminate materials such as paper, plastics, metal, foam and more. Reverse-wound on a 1"" core. Ideal tape application temperature range is 70°F - 100°F. Densified Kraft paper liner with a high strength acrylic adhesive.",,1,628.4786,,Tape>Adhesive Transfer>Adhesive Transfer Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/adhesive_transfer_tape_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0032,,,"3/4"" x 36 Yard Adhesive Transfer Tape 2/Case",,"3/4"" x 36 Yard Adhesive Transfer Tape 2/Case","Finger touch application of premium pressure sensitive adhesive. Soft acrylic pressure-sensitive adhesive system features very high initial adhesion and good shear holding power to a wide variety of materials including most plastics. High strength, high tack 5-mil adhesive adheres to many difficult-to-bond materials. Readily bond, join, mount or laminate materials such as paper, plastics, metal, foam and more. Reverse-wound on a 1"" core. Ideal tape application temperature range is 70°F - 100°F. Densified Kraft paper liner with a high strength acrylic adhesive.",,1,57.6022,,Tape>Adhesive Transfer>Adhesive Transfer Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/adhesive_transfer_tape_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0033,,,"3/4"" x 36 Yard Adhesive Transfer Tape - Bulk Case 48/Case",,"3/4"" x 36 Yard Adhesive Transfer Tape - Bulk Case 48/Case","Finger touch application of premium pressure sensitive adhesive. Soft acrylic pressure-sensitive adhesive system features very high initial adhesion and good shear holding power to a wide variety of materials including most plastics. High strength, high tack 5-mil adhesive adheres to many difficult-to-bond materials. Readily bond, join, mount or laminate materials such as paper, plastics, metal, foam and more. Reverse-wound on a 1"" core. Ideal tape application temperature range is 70°F - 100°F. Densified Kraft paper liner with a high strength acrylic adhesive.",,1,595.60389,,Tape>Adhesive Transfer>Adhesive Transfer Tape,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/adhesive_transfer_tape_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0034,,,"3M 764 Clear Vinyl Tape, 1"" X 36 Yds., 5 Mil Thick",,"3M 764 Clear Vinyl Tape, 1"" X 36 Yds., 5 Mil Thick","Vinyl Tape is great for patching and color coding. This general-purpose tape will maintain its vivid color even after being exposed to solvents. Tape is durable and easy to apply. Vinyl backing has a long service life and is resistant to scuffing, abrasion, moisture, alkaline chemicals, and weathering acids. Tape features a rubber adhesive that will adhere to most surfaces. Tape can be applied quickly and cleanly. 1"" x 36 yds., 5 Mil thick.",,1,654.48,,Tape>Safety Tape>Vinyl Tape,,,,,,,,https://www.thepackagingcompany.com/media/catalog/product/cache/2/image/626x/040ec09b1e35df139433887a97daa66f/i/m/image_69536.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0035,,,"Purple Vinyl Tape, 1"" X 36 Yds., 6 Mil Thick",,"Purple Vinyl Tape, 1"" X 36 Yds., 6 Mil Thick","Tape is great for boundaries/housekeeping marking. This heavy-duty tape is resistant to grease, moisture, scuffs, and oils. 1"" x 36 yds., 6 Mil thick.",,1,1019.51607,,Tape>Safety Tape>Vinyl Tape,,,,,,,,https://www.thepackagingcompany.com/media/catalog/product/cache/2/image/626x/040ec09b1e35df139433887a97daa66f/i/m/image_70256.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0036,,,1psc Wardrobe Box With Rod-61x53.5x120cm,,1psc Wardrobe Box With Rod-61x53.5x120cm,Its Made of 5Ply Corrugated Heavy Duty Material. It comes with a steel rod to hang your clothes.,,1,50 excl,,Moving Supplies>Wardrobe Boxes,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_4601210520_hanging-rod-120X61X53.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0037,,,Wardrobe Box With Rod 61x53.5x120cm 3 Pcs-brown,,Wardrobe Box With Rod 61x53.5x120cm 3 Pcs-brown,Its Made of 5Ply Corrugated Heavy Duty Material. It comes with a steel rod to hang your clothes.,,1,130,,Moving Supplies>Wardrobe Boxes,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_3406280721_wardrobe-close-.3Pcs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0038,,,Air Bubble Roll 1.5mtr X 30mtr -large,,Air Bubble Roll 1.5mtr X 30mtr -large,"General-purpose bubble wrap, the most popular type of bubble wrap in general use.Made from small bubbles. Comes with a Roll or Cut piece.",,1,90,,Moving Supplies>Bubble Wrap Rolls,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_1202210121_bubbleroll.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0039,,,Bubble Roll Cut Piece as Per Mtr-1 Meter X 1.5 Mtr,,Bubble Roll Cut Piece as Per Mtr-1 Meter X 1.5 Mtr,"General purpose bubble wrap, the most popular type of bubble wrap in general use.Made from small bubbles.",,1,5,,Moving Supplies>Bubble Wrap Rolls,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_0104180820_Bubble-zoom-01.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0040,,,2piece-air Bubble Roll 1.5cm X 30mtr -large,,2piece-air Bubble Roll 1.5cm X 30mtr -large,"General purpose bubble wrap, the most popular type of bubble wrap in general use.Made from small bubbles.",,1,150,,Moving Supplies>Bubble Wrap Rolls,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_1202210121_bubbleroll.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0041,,,Air Bubble Roll-75cm X 10mtr,,Air Bubble Roll-75cm X 10mtr,"General purpose bubble wrap, the most popular type of bubble wrap in general use.Made from small bubbles.",,1,25,,Moving Supplies>Bubble Wrap Rolls,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_4305120621_SMALL-BUBBLE-ROLLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0042,,,Packing Tapes- Brown 48mm X 100yards,,Packing Tapes- Brown 48mm X 100yards,"Our Brown tape is made from a super sticky acrylic adhesive (Biaxially Oriented Polypropylene). Perfect for sealing, boxes, bags, cartons, and packages for transit or storage.",,1,5,,Moving Supplies>Packing Tapes,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_0004220820_Bopp-tapes-Brown-01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0043,,,Masking Tapes-48mmx30yards,,Masking Tapes-48mmx30yards,Made from paper.Our Masking Tapes are used for general as well as specific packaging applications.,,1,5,,Moving Supplies>Packing Tapes,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_5104220820_Masking-Tape2-01.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0044,,,Duct Tapes 48 X 200 Yards,,Duct Tapes 48 X 200 Yards,"Duct Tape is the all-around holding, splicing, masking, patching, sealing and seaming tape. A polyethylene coated cloth backing with rubber adhesive offers high tack, conformability, strength and easy tear. The individual roll wrap preserves integrity of the roll for less waste and the product number is printed in core to ensure the correct product is used. It features good moisture resistance and has good tensile strength.",,1,10,,Moving Supplies>Packing Tapes,,,,,,,,https://www.duboxx.ae/productFiles/images/duboxx_5204220820_DUCT-TAPE-01.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0045,,,Hand-Held Ribbon Shredder,,Hand-Held Ribbon Shredder,It is a ribbon curling and shredding device that made of plastic and with a row of plastic or stamped metal teeth of suitable number and length mounted in the upper jaw of the tool.,,1,15.43682,,Gift Packing Accessories>Ribbons>Ribbon Shredder,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/ribbon-shredder_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-0046,,,Natural Brown Kraft Wraphia Ribbon 100 yds,,Natural Brown Kraft Wraphia Ribbon 100 yds,"Paper Raffia Ribbon or Wraphia ribbon is a degradable and recyclable paper raffia. It's so simple to use and looks great on any package. Made from 100% natural fibers. Ribbon is twisted at 1/4"" width and can be pulled apart to 1-1/4"" width.",,1,22.01176,,Gift Packing Accessories>Ribbons>Wraphia Ribbon,,,,,,,,https://cdn.shopify.com/s/files/1/2618/8176/products/wraphia-ribbon-natural-brown_2000x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
