Type,Sku,Name/Product Title,Manufacture Name,Short Description,Description,Part Number,In stock,Regular Price,Special Price,product_code,pcs,tag,color,size,Focus Keyword,Meta _Description,Categories,Images,Features_1,Features_2,Features_3,Features_4,Features_5,Features_6,Features_7,Features_8,Features_9,Features_10,specification_1,specification_2,specification_3,specification_4,specification_5,specification_6,specification_7,specification_8,specification_9,specification_10,specification_11,specification_12,specification_13,specification_14,specification_15,specification_16,specification_17,specification_18,specification_19,specification_20,wpbm_choose_badge
,pack-9-0002,E-commerce Mailer Box-XXSmall -18 x 15 x 4.5 CM - Brown,,E-commerce Mailer Box  -XXSmall -18 x 15 x 4.5 CM - Brown -,"E-commerce Mailer Box  -XXSmall -18 x 15 x 4.5 CM - Brown - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.

 ",,1,175,157.5,,100,,,18 x 15 x 4.5 CM,E-commerce Mailer Box-XXSmall -18 x 15 x 4.5 CM - Brown,E-commerce Mailer Box  -XXSmall -18 x 15 x 4.5 CM - Brown -, E-Commerce Packaging > Mailer 3 - 1MM Thickness,"/e-commerce-mailer-box-xx-small-18-x-15-x-4.5-cm-brown.jpg,/e-commerce-mailer-box-xx-small-18-x-15-x-4.5-cm-brown-1.jpg,/e-commerce-mailer-box-xx-small-18-x-15-x-4.5-cm-brown-2.jpg",Inside Size: 165 x 145 x 45  MM (Length x Width x Height),Outside Size: 180 x 150 x 45  MM (Length x Width x Height),"Material Thickness 1.8 MM""",Color: Brown,Quantity:100Pcs,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0003,"E-Commerce Small Box, 100 Psc -Brown",,"E-Commerce Small Box, 100 Psc -Brown","E-Commerce Small Box, 100 Psc -Brown - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,250,225,,100,,,,"E-Commerce Small Box, 100 Psc -Brown","E-Commerce Small Box, 100 Psc -Brown", E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-small-box-100-psc-brown.jpg,/e-commerce-small-box-100-psc-brown-1.jpg",Inside Size: 150 x 140 x 80  MM (Length x Width x Height),Outside Size: 178 x 145 x 84  MM (Length x Width x Height),"Material Thickness 2.5MM""",Pack of 100Psc,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0004,"E-Commerce Mailer Boxes 1Box Brown, 100 PCS - 20 x 15 x 10 CM",,"E-Commerce Mailer Boxes 1Box Brown, 100 PCS - 20 x 15 x 10 CM","E-Commerce Mailer Boxes 1Box Brown, 100 PCS - 20 x 15 x 10 CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,250,225,,100,,,20x15x10CM,"E-Commerce Mailer Boxes 1Box Brown, 100 PCS - 20 x 15 x 10 CM","E-Commerce Mailer Boxes 1Box Brown, 100 PCS - 20 x 15 x 10 CM", E-Commerce Packaging > Mailer 3 - 1MM Thickness,"/e-commerce-mailer-boxes-1box-brown-100-pcs-20-x-15-x-10-cm.jpg,/e-commerce-mailer-boxes-1box-brown-100-pcs-20-x-15-x-10-cm-1.jpg,/e-commerce-mailer-boxes-1box-brown-100-pcs-20-x-15-x-10-cm-2.jpg",Inside Size: 187 x 148 x 100  MM (Length x Width x Height),Outside Size: 205 x 153 x 103  MM (Length x Width x Height),"Material Thickness 1.8 MM""",Color: Brown,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0005,"E-Commerce Boxes - Mailer-2 Box, 100 PCS - 23 x 18 x 6 CM",,"E-Commerce Boxes - Mailer-2 Box, 100 PCS - 23 x 18 x 6 CM","E-Commerce Boxes - Mailer-2 Box, 100 PCS - 23 x 18 x 6 CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,250,225,,100,,,23x18x6 CM,"E-Commerce Boxes - Mailer-2 Box, 100 PCS - 23 x 18 x 6 CM","E-Commerce Boxes - Mailer-2 Box, 100 PCS - 23 x 18 x 6 CM", E-Commerce Packaging > Mailer 3 - 1MM Thickness,"/e-commerce-boxes-mailer-2-box-100-pcs-23-x-18-x-6-cm.jpg,/e-commerce-boxes-mailer-2-box-100-pcs-23-x-18-x-6-cm-1.jpg",Inner Size: 230 x 180 x 60  MM ,Outer Size: 245 x 185 x 63  MM ,"Material Thickness 1.8 MM""","Color: Outside White, Inside White",High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0006,"E-Commerce Mailer-3, Brown, 100 PCS - 25 x 20 x 15 CM",,"E-Commerce Mailer-3, Brown, 100 PCS - 25 x 20 x 15 CM","E-Commerce Mailer-3, Brown, 100 PCS - 25 x 20 x 15 CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,325,292.5,,100,,,25x20x15CM,"E-Commerce Mailer-3, Brown, 100 PCS - 25 x 20 x 15 CM","E-Commerce Mailer-3, Brown, 100 PCS - 25 x 20 x 15 CM", E-Commerce Packaging > Mailer 3 - 1MM Thickness,"/e-commerce-mailer-3-brown-100-pcs-25-x-20-x-15-cm.jpg,/e-commerce-mailer-3-brown-100-pcs-25-x-20-x-15-cm-1.jpg",Inside Size: 255 x 205 x 155  MM (Length x Width x Height),Outside Size: 275 x 210 x 160  MM (Length x Width x Height),"Material Thickness 1.8 MM""",Color: Brown,Quantity :100Pcs,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0007,"E-Commerce Boxes Medium, 100 PCS - 25 x 20 x 7CM",,"E-Commerce Boxes Medium, 100 PCS - 25 x 20 x 7CM","E-Commerce Boxes Medium, 100 PCS - 25 x 20 x 7CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,325,292.5,,100,,,25x20x7CM,"E-Commerce Boxes Medium, 100 PCS - 25 x 20 x 7CM","E-Commerce Boxes Medium, 100 PCS - 25 x 20 x 7CM", E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-boxes-medium-100-pcs-25-x-20-x-7cm.jpg,/e-commerce-boxes-medium-100-pcs-25-x-20-x-7cm-1.jpg,/e-commerce-boxes-medium-100-pcs-25-x-20-x-7cm-2.jpg",Inside Size: 250 x 198 x 70  MM (Length x Width x Height),Outside Size: 275 x 208 x 74  MM (Length x Width x Height),"Material Thickness 2.5MM""",Color: Brown,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0008,"E-Commerce Boxes Medium-2, 100 PCS - 31 x 23 x 13CM",,"E-Commerce Boxes Medium-2, 100 PCS - 31 x 23 x 13CM","E-Commerce Boxes Medium-2, 100 PCS - 31 x 23 x 13CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,425,382.5,,100,,,31x23x13CM,"E-Commerce Boxes Medium-2, 100 PCS - 31 x 23 x 13CM","E-Commerce Boxes Medium-2, 100 PCS - 31 x 23 x 13CM", E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-boxes-medium-2-100-pcs-31-x-23-x-13-cm.jpg,/e-commerce-boxes-medium-2-100-pcs-31-x-23-x-13-cm-1.jpg",Inside Size: 295 x 220 x 125  MM (Length x Width x Height),Outside Size: 310 x 230 x 130  MM (Length x Width x Height),"Material Thickness 2MM""","Color: Outside White, Inside Brown",Pack Of 100 Psc,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0009,"E-Commerce Boxes Large, 100 PCS - 365 x 255 x 150  MM ",,"E-Commerce Boxes Large, 100 PCS - 365 x 255 x 150  MM ","E-Commerce Boxes Large, 100 PCS - 365 x 255 x 150 MM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,450,405,,100,,,65 x 255 x 150  MM ,"E-Commerce Boxes Large, 100 PCS - 365 x 255 x 150  MM ","E-Commerce Boxes Large, 100 PCS - 365 x 255 x 150  MM ", E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-boxes-large-100-pcs-365-x-255-x-150-mm.jpg,/e-commerce-boxes-large-100-pcs-365-x-255-x-150-mm-1.jpg ",Inside Size: 340 x 250 x 150  MM (Length x Width x Height),Outside Size: 365 x 255 x 150  MM (Length x Width x Height),Material Thickness 2.5MM”,"Color: Outside White, Inside Brown",High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0010,E-Commerce Boxes Xlarge - 460 x 290 x 128 MM,,E-Commerce Boxes Xlarge - 460 x 290 x 128 MM,E-Commerce Boxes Xlarge - 460 x 290 x 128 MM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.,,1,550,495,,100,,, 460 x 290 x 128 MM,E-Commerce Boxes Xlarge - 460 x 290 x 128 MM,E-Commerce Boxes Xlarge - 460 x 290 x 128 MM, E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-boxes-xlarge-460-x-290-x-128-mm.jpg,/e-commerce-boxes-xlarge-460-x-290-x-128-mm-1.jpg",Inside Size: 432 x 280 x 125  MM (Length x Width x Height),Outside Size: 460 x 290 x 128  MM (Length x Width x Height),"Material Thickness 2MM""","Color: Outside White, Inside Brown",High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0011,E-Commerce Boxes XXLarge - 100 PCS,,E-Commerce Boxes XXLarge - 100 PCS,E-Commerce Boxes XXLarge - 100 PCS - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.,,1,650,585,,100,,,,E-Commerce Boxes XXLarge - 100 PCS,E-Commerce Boxes XXLarge - 100 PCS, E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-boxes-xx-large-100-pcs.jpg,/e-commerce-boxes-xx-large-100-pcs-1.jpg",Inside Size: 530 x 400 x 130  MM (Length x Width x Height),Outside Size: 560 x 400 x 130  MM (Length x Width x Height),"Material Thickness 2.5MM""","Color: Outside White, Inside Brown",Pack of 100 Boxes,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0012,"E-Commerce Boxes XLarge-II-Brown, 100 PCS - 455 x 235 x 82 MM",,"E-Commerce Boxes XLarge-II-Brown, 100 PCS - 455 x 235 x 82 MM","E-Commerce Boxes XLarge-II-Brown, 100 PCS - 455 x 235 x 82 MM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,475,427.5,,100,,,455 x 235 x 82 MM,"E-Commerce Boxes XLarge-II-Brown, 100 PCS - 455 x 235 x 82 MM","E-Commerce Boxes XLarge-II-Brown, 100 PCS - 455 x 235 x 82 MM", E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-boxes-x-large-II-brown-100-pcs-455-x-235-x-82-mm.jpg,/e-commerce-boxes-x-large-II-brown-100-pcs-455-x-235-x-82-mm-1.jpg",Inside Size: 430 x 227 x 80  MM (Length x Width x Height),Outside Size: 455 x 235 x 82  MM (Length x Width x Height),"Material Thickness 2MM""",Color: Brown,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0013,"E-Commerce Boxes Square, 100 PCS - 38 x 38 x 15CM",,"E-Commerce Boxes Square, 100 PCS - 38 x 38 x 15CM","E-Commerce Boxes Square, 100 PCS - 38 x 38 x 15CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,500,450,,100,,,38x38x15CM,"E-Commerce Boxes Square, 100 PCS - 38 x 38 x 15CM","E-Commerce Boxes Square, 100 PCS - 38 x 38 x 15CM", E-Commerce Packaging > E-Commerce 2MM Square,"/e-commerce-boxes-square-100-pcs-38-x-38-x-15cm.jpg,/e-commerce-boxes-square-100-pcs-38-x-38-x-15cm-1.jpg",Inside Size: 362 x 375 x 150  MM (Length x Width x Height),Outside Size: 385 x 383 x 152  MM (Length x Width x Height),"Material Thickness 2MM""",Color: Brown,100% Recyclable,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0014,"E-commerce Xsmall/Sunglass Box, 100 PCS - 17 x 9 x 9CM",,"E-commerce Xsmall/Sunglass Box, 100 PCS - 17 x 9 x 9CM","E-commerce Xsmall/Sunglass Box, 100 PCS - 17 x 9 x 9CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.",,1,225,202.5,,100,,,17x9x9CM,"E-commerce Xsmall/Sunglass Box, 100 PCS - 17 x 9 x 9CM","E-commerce Xsmall/Sunglass Box, 100 PCS - 17 x 9 x 9CM", E-Commerce Packaging >  E-Commerce Single Bottle Box - 2MM  ,"/e-commerce-xsmall-sunglass-box-100-pcs-17-x-9-x-9-cm.jpg,/e-commerce-xsmall-sunglass-box-100-pcs-17-x-9-x-9-cm-1.jpg,/e-commerce-xsmall-sunglass-box-100-pcs-17-x-9-x-9-cm-2.jpg",Inside Size: 170 x 90 x 90  MM (Length x Width x Height),Outside Size: 183 x 93 x 93  MM (Length x Width x Height),"Material Thickness 1 MM""",Color: Brown,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0015,E-Commerce Gift/Single Bottle box Brown - 41 x 12.5 x 12CM,,E-Comm Gift/Single Bottle box Brown - 41 x 12.5 x 12CM,E-Comm Gift/Single Bottle box Brown - 41 x 12.5 x 12CM - These E-Commerce shipping boxes/Mailer boxes/Postal boxes make your packaging look quite professional and even provide safety to your product on the inside. E-Commerce shipping boxes/Mailer boxes/Postal boxes are high-quality boxes made from corrugated material and these are 100% Recyclable. It’s always idle to be having spare Empty boxes at home or say office space you never know when one might need these empty boxes.,,1,325,292.5,,100,,,41x12.5x12CM,E-Commerce Gift/Single Bottle box Brown - 41 x 12.5 x 12CM,E-Comm Gift/Single Bottle box Brown - 41 x 12.5 x 12CM, E-Commerce Packaging >  E-Commerce Single Bottle Box - 2MM  ,"/e-commerce-gift-single-bottle-box-brown-41-x-12.5-x-12-cm.jpg,/e-commerce-gift-single-bottle-box-brown-41-x-12.5-x-12-cm-1.jpg",Box Outer Size : 410x125x120MM,Box Inner Size : 388x115x120 MM,Color: Brown,Pack Of 100Psc,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0016,"Frame Box, Small - 35.5 x 24.5 x 4.5CM",,"Frame Box, Small - 35.5 x 24.5 x 4.5CM","Frame Box, Small - 35.5 x 24.5 x 4.5CM - The product shipping boxes are designed to ship your products safely. These are self-lock boxes with the dust flaps which keeps your product safe and secure. Made from high-quality corrugated material, the product shipping boxes are available in different sizes and thickness.",,1,225,202.5,,100,,,35.5x24.5x4.5CM,"Frame Box, Small - 35.5 x 24.5 x 4.5CM","Frame Box, Small - 35.5 x 24.5 x 4.5CM", E-Commerce Packaging >  E-Commerce Frame Boxes - 2MM,"/frame-box-small-35.5-x-24.5-x-4.5-cm.jpg,/frame-box-small-35.5-x-24.5-x-4.5-cm-1.jpg",Box Inner Size : 335x245x45MM,Box Outer Size: 360x260x50MM,Pack Of 100 Psc,Color: Outside White inside Brown,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0017,"Frame Box, Medium - 50 x 35 x 5CM",,"Frame Box, Medium - 50 x 35 x 5CM","Frame Box, Medium - 50 x 35 x 5CM - The product shipping boxes are designed to ship your products safely. These are self-lock boxes with the dust flaps which keeps your product safe and secure. Made from high-quality corrugated material, the product shipping boxes are available in different sizes and thickness.",,1,325,292.5,,100,,,50x35x5CM,"Frame Box, Medium - 50 x 35 x 5CM","Frame Box, Medium - 50 x 35 x 5CM", E-Commerce Packaging >  E-Commerce Frame Boxes - 2MM,"/frame-box-medium-50-x-35-x-5-cm.jpg,/frame-box-medium-50-x-35-x-5-cm-1.jpg",Box Inner Size : 480x340x50MM,Box Outer Size:510x350x50MM,Color: Brown,Quantity: 100Psc,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0018,"Frame Box, Large - 60 x 40 x 5CM ",,"Frame Box, Large - 60 x 40 x 5CM ","Frame Box, Large - 60 x 40 x 5CM - The product shipping boxes are designed to ship your products safely. These are self-lock boxes with the dust flaps which keeps your product safe and secure. Made from high-quality corrugated material, the product shipping boxes are available in different sizes and thickness.",,1,425,382.5,,100,,,60x40x5CM ,"Frame Box, Large - 60 x 40 x 5CM ","Frame Box, Large - 60 x 40 x 5CM ", E-Commerce Packaging >  E-Commerce Frame Boxes - 2MM,"/frame-box-large-60-x-40-x-5-cm.jpg,/frame-box-large-60-x-40-x-5-cm-1.jpg ",Box Inner Size : 600x400x50MM,Box Outer Size:610x405x55MM,Pack of 100 Psc,Color: Brown,High-quality boxes made from corrugated material,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0019,Shredded Paper - 1 kg,,"Shredded Paper, 1 kg - Black","Shredded Paper, 1 kg - Black - Our shredded paper filler offers a gentle spring support to cushion and protect your items for shipping or display. Perfect for gift baskets, boxes, bath bomb packaging, and decorative accents. Keep your displays lively, springy, and bright! ",,1,100,70,,1 kg,,,,Shredded Paper - 1 kg,"Shredded Paper, 1 kg - Black",Gift Packing Accessories > Shredded Paper > Blends of Paper Shred,"/shredded-paper-1-kg.jpg,/shredded-paper-1-kg-1.jpg,/shredded-paper-1-kg-2.jpg",Can be used for filling gift boxes,Comes in various colors,Each Pack 1KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0020,Crinkled Cut Shredded Paper - 1 kg,,Crinkled Cut Shredded Paper - 1 kg,"Crinkled Cut Shredded Paper - 1 kg - Crinkled Cut Shredded paper filler offers a gentle spring support to cushion and protect your items for shipping or display. Perfect for gift baskets, boxes, bath bomb packaging, and decorative accents. Keep your displays lively, springy, and bright! ",,1,90,63,,1 kg,,,,Crinkled Cut Shredded Paper - 1 kg,Crinkled Cut Shredded Paper - 1 kg,Gift Packing Accessories > Shredded Paper > Crinkle Cut ,/crinkled-cut-shredded-paper-1-kg.jpg,Can be used for filling gift boxes,Comes in various colors,Each Pack 1KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0021,6 Cupcake Box - Pack of 5,,6 Cupcake Box - Pack of 5,6 Cupcake Box - Pack of 5 - Showcase your decorative cupcakes with our premium White Window Cupcake Boxes. These cupcake boxes include the cupcake insert. White exterior with a white interior. Glued corners for easy assemble.,,1,45,36,,5,,,,6 Cupcake Box - Pack of 5,6 Cupcake Box - Pack of 5,Boxes > Cake Boxes >  Cake Boxes 1MM,"/6-cupcake-box-pack-of-5.jpg,/6-cupcake-box-pack-of-5-1.jpg,/6-cupcake-box-pack-of-5-2.jpg","Made from food board material, Food graded",Comes with the transparent window on one side,Made to hold 6 Cupcakes,Comes with the insert,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0022,12 Cupcake Box - Pack of 5,,12 Cupcake Box - Pack of 5,12 Cupcake Box - Pack of 5 - Showcase your decorative cupcakes with our premium White Window Cupcake Boxes. These cupcake boxes include the cupcake insert. White exterior with a white interior. Glued corners for easy assemble.,,1,68,54.4,,5,,,,12 Cupcake Box - Pack of 5,12 Cupcake Box - Pack of 5,Boxes > Cake Boxes >  Cake Boxes 1MM,"/12-cupcake-box-pack-of-5.jpg,/12-cupcake-box-pack-of-5-1.jpg","Made from food board material, Food graded",Comes with the transparent window on one side,Made to hold 12 Cupcakes,Comes with the insert,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0023,"Gift Box Kraft & White, 10x10cm - Pack of 5",,"Gift Box Kraft & White, 10x10cm - Pack of 5","Gift Box Kraft & White, 10x10cm - Pack of 5 - Kraft white gift boxes are perfect for showcasing your products. They have an uncoated kraft white finish and are made out of a heavy duty corrugated cardboard. They are recommended for presentation purposes, heavy products and postage. These sturdy gift boxes are supplied flat packed and require simple assembly. No gluing or tape require as they simply fold into themselves.",,1,35,20,,5,,,10x10cm,"Gift Box Kraft & White, 10x10cm - Pack of 5","Gift Box Kraft & White, 10x10cm - Pack of 5",Boxes > Die Cut > Gift Boxes,"/gift-box-kraft-white-10-x-10-cm-pack-of-5.jpg,/gift-box-kraft-white-10-x-10-cm-pack-of-5-1.jpg",Self-lock Boxes ready to use,Made from high quality recyclable kraft cardboard,"The sturdy, durable cardboard will safeguard against breakage","Packed flat for convenient storage, they are easy to assemble by folding in the flaps",,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0024,"HoneyComb Cushion Paper, Brown - 38cm x 50m",,"HoneyComb Cushion Paper, Brown - 38cm x 50m","HoneyComb Cushion Paper, Brown - 38cm x 50m - Paper honeycomb is a durable, lightweight, and cost-effective packaging solution that is custom-engineered using Kraft paper material. 


",,1,90,65,,1,,,38cm x 50m,"HoneyComb Cushion Paper, Brown - 38cm x 50m","HoneyComb Cushion Paper, Brown - 38cm x 50m",E-Commerce Packaging > Honeycomb Wrapping Paper,"/honeycomb-cushion-paper-brown-38-cm-x-50-m.jpg,/honeycomb-cushion-paper-brown-38-cm-x-50-m-1.jpg,/honeycomb-cushion-paper-brown-38-cm-x-50-m-2.jpg",Super lightweight,100% recyclable,Cost-effective,ECO Friendly ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0025,"White Handle Box, 26x26x25 cm - 25 Psc",,"White Handle Box, 26x26x25 cm - 25 Psc","White Handle Box, 26x26x25 cm - 25 Psc - Made from high quality recyclable kraft cardboard, these gift boxes have a charming rustic look and a natural brown finish. The sturdy, durable cardboard will safeguard against breakage. Packed flat for convenient storage, they are easy to assemble by folding in the flaps. 100% recyclable.",,1,6,4.25,,25,,,26x26x25 cm ,"White Handle Box, 26x26x25 cm - 25 Psc","White Handle Box, 26x26x25 cm - 25 Psc",Boxes > Die Cut > Handle Boxes,"/white-handle-box-26-x-26-x-25-cm-25-psc.jpg,/white-handle-box-26-x-26-x-25-cm-25-psc-1.jpg,white-handle-box-26-x-26-x-25-cm-25-psc-2.jpg",Size: 26 x 26 x 25 cm,Color: White,Flat packed easy to assemble by taping the flaps,100% recyclable,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0026,"Brown Handle Box, 25x20x12 cm - 25Psc",,"Brown Handle Box, 25x20x12 cm - 25Psc","Brown Handle Box, 25x20x12 cm - 25Psc - Made from high-quality recyclable kraft cardboard, these gift boxes have a charming rustic look and a natural brown finish. The sturdy, durable cardboard will safeguard against breakage. Packed flat for convenient storage, they are easy to assemble by folding in the flaps. Brown kart color inside and outside. Flat Packed easy to assemble by taping the flaps. 100% recyclable.",,1,4.5,3.4,,25,,,25x20x12 cm,"Brown Handle Box, 25x20x12 cm - 25Psc","Brown Handle Box, 25x20x12 cm - 25Psc",Boxes > Die Cut > Handle Boxes,"/brown-handle-box-25-x-20-x-12-cm-25-psc.jpg,/brown-handle-box-25-x-20-x-12-cm-25-psc-1.jpg",Size: 25 x 20 x 12 cm,Color: Brown,Brown kart color inside and outside,100% recyclable,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0027,"Pizza/Fathayer Box Small, 24 x 24 x 8cm -50 Psc - Brown",,"Pizza/Fathayer Box Small, 24 x 24 x 8cm - 50 Psc - Brown","Pizza/Fathayer Box Small, 24 x 24 x 8cm -50 Psc - Brown - Made form high quality corrugated material. Unique shapes and sizes. Easy to assemble. Suitable for shipping small items or packed food.",,1,140,119,,1 Pack ,,,24 x 24 x 8cm,"Pizza/Fathayer Box Small, 24 x 24 x 8cm -50 Psc - Brown","Pizza/Fathayer Box Small, 24 x 24 x 8cm - 50 Psc - Brown",Paper Products > Pizza Boxes and Liners,"/pizza-fathayer-box-small-24-x-24-x-8-cm-50-psc-brown.jpg,/pizza-fathayer-box-small-24-x-24-x-8-cm-50-psc-brown-1.jpg",Size: 240 x 240 x 80 MM,Color: Brown,Quantity: 50 Psc,Easy to assemble,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-9-0028,"Pizza Box Medium, 30 x 30 x 12cm - 50Psc - Brown",,"Pizza Box Medium, 30 x 30 x 12cm - 50Psc - Brown","Pizza Box Medium, 30 x 30 x 12cm - 50Psc - Brown - Made form high quality corrugated material. Unique shapes and sizes. Easy to assemble. Suitable for shipping small items or packed food.",,1,170,144.5,,1 Pack ,,,30 x 30 x 12cm,"Pizza Box Medium, 30 x 30 x 12cm - 50Psc - Brown","Pizza Box Medium, 30 x 30 x 12cm - 50Psc - Brown",Paper Products > Pizza Boxes and Liners,"/pizza-box-medium-30-x-30-x-12-cm-50-psc-brown.jpg,/pizza-box-medium-30-x-30-x-12-cm-50-psc-brown-1.jpg",Size: 300 x 300 x 120 mm,Color: Brown,Quantity: 50 Psc,Easy to assemble,,,,,,,,,,,,,,,,,,,,,,,,,,,
