Type,Sku,parent_sku,Name/Product Title,Manufacture Name,Short Description,Description,Part Number,In stock,Regular Price,Special Price,color,size,Focus Keyword,Meta _Description,Categories,Images,Features_1,Features_2,Features_3,Features_4,Features_5,Features_6,Features_7,Features_8,Features_9,Features_10,specification_1,specification_2,specification_3,specification_4,specification_5,specification_6,specification_7,specification_8,specification_9,specification_10,specification_11,specification_12,specification_13,specification_14,specification_15,specification_16,specification_17,specification_18,specification_19,specification_20,wpbm_choose_badge
variation,ps00001,,Cake Boxes-C1-12x12x7CM Food Board 5psc/Pack -White,,General Purpose Masking Tape,"General Purpose Masking Tape is a pressure-sensitive tape designed with a natural rubber adhesive and a crepe paper backing. This design allows for instant stick and reliable holding, making our General Purpose Masking Tape an excellent solution for most general purpose and entry level paint applications.",,,,,,,Cake Boxes-C1-12x12x7CM Food Board 5psc/Pack -White,General Purpose Masking Tape,Boxes>Cake Boxes,https://www.duboxx.ae/productFiles/images/duboxx_3504290721_cake-boxes-FB.png,Made from High-Quality Food board,Suitable for holding and protecting cakes or cupcakes,"Available in variety of sizes, each sold separately",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ps00001-1,ps00001,,,,,,5,100,50,,12x12x7cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ps00001-2,ps00001,,,,,,5,150,75,,22x22x10cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ps00001-3,ps00001,,,,,,5,200,100,,27x27x12cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ps00001-4,ps00001,,,,,,5,175,87.5,,30x30x10cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
