ID	Type	SKU	Name	Product Code	size	color	pcs	Published	Is featured?	Visibility in catalog	Short description	Description	Date sale price starts	Date sale price ends	Tax status	Tax class	In stock?	Stock	Low stock amount	Backorders allowed?	Sold individually?	Weight (kg)	Length (cm)	Width (cm)	Height (cm)	Allow customer reviews?	Purchase note	Sale price	Regular price	Categories	Tags	Shipping class	Images	feature1	feature2	feature3	feature4	feature5	Download limit	Download expiry days	Parent	Grouped products	Upsells	Cross-sells	External URL	Button text	Position						
	simple	pack-3-0347	Hotpack - Dome Lid For Pet Juice Cup 4,8,10 Oz without Hole 78 mm Diameter - 1000 pcs	DLID78NH			1000 pcs	1	0	visible	Hotpack - Dome Lid For Pet Juice Cup 4,8,10 Oz without Hole 78 mm Diameter - 1000 pcs	"Hotpack - Dome Lid For Pet Juice Cup 4,8,10 Oz without Hole 78 mm Diameter - 1000 pcs - This PET plastic lid for 4,8,10 Oz cup features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.
Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Overall Dimensions
Suitable for: 78 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 3.10 Kg
Carton Dimension: Width 420 mm, Height 180 mm.
Material: PET
Color: Clear
Shape: Round
"				taxable		1			0	0					1		71500		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-dome-lid-for-pet-juice-cup-4,8,10-oz-without-hole-78-mm-diameter-1000-pcs.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	"Bpa free: This item is free of the chemical bisphenol a (bpa) and is safe for food contact
"	"Recyclable: This item is able to be recycled under some recycling programs
"	"Crystal clear color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble
"	"Comfortably disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use
"															
	simple	pack-3-0348	Hotpack - Dome Lid For Pet Juice Cup 12,14,16 Oz with Hole 91 Diameter - 1000 pcs	DLID91			1000 pcs	1	0	visible	Hotpack - Dome Lid For Pet Juice Cup 12,14,16 Oz with Hole 91 Diameter - 1000 pcs	"Hotpack - Dome Lid For Pet Juice Cup 12,14,16 Oz with Hole 91 Diameter - 1000 pcs - This PET plastic lid for 12,14,16 Oz cup features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.
Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about them bending or breaking of one of these cup lids.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Overall Dimensions
Suitable for: 91 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 4 Kg
Carton Dimension: Length 600 mm, Width 490 mm, Height 200 mm.
Material: PET
Color: Clear
Shape: Round
"				taxable		1			0	0					1		77000		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-dome-lid-for-pet-juice-cup-12,14,16-oz-with-hole-91-diameter-1000-pcs.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	"Bpa free: This item is free of the chemical bisphenol a (bpa) and is safe for food contact
"	"Recyclable: This item is able to be recycled under some recycling programs
"	"Crystal clear color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble
"	"Comfortably disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use
"															
	simple	pack-3-0349	Hotpack - Dome Lid For Pet Juice Cup 12,16,20,24 Oz with Hole 98 Diameter - 1000 pcs	DLID98			1000 pcs	1	0	visible	Hotpack - Dome Lid For Pet Juice Cup 12,16,20,24 Oz with Hole 98 Diameter - 1000 pcs	"Hotpack - Dome Lid For Pet Juice Cup 12,16,20,24 Oz with Hole 98 Diameter - 1000 pcs - This PET plastic lid for 12,14,16,20,24 Oz cup & 6,8,10 Oz ice cream bowl features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.

Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Overall Dimensions
Suitable for: 98 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 5.20 Kg
Carton Dimension: Width 520 mm, Height 220 mm.
Material: PET
Color: Clear
Shape: Round"				taxable		1			0	0					1		82500		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-dome-lid-for-pet-juice-cup-12,16,20,24-oz-with-hole-98-diameter-1000-pcs.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	"Bpa free: This item is free of the chemical bisphenol a (bpa) and is safe for food contact
"	"Recyclable: This item is able to be recycled under some recycling programs
"	"Crystal clear color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble
"	"Comfortably disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use
"															
	simple	pack-3-0350	Hotpack - Dome Lid For Pet Juice Cup 12,16,20,24 Oz without Hole 98 Diameter - 1000 pcs	DLID98NH			1000 pcs	1	0	visible	Hotpack - Dome Lid For Pet Juice Cup 12,16,20,24 Oz without Hole 98 Diameter - 1000 pcs	"Hotpack - Dome Lid For Pet Juice Cup 12,16,20,24 Oz without Hole 98 Diameter - 1000 pcs - This PET plastic lid for 12,14,16,20,24 Oz cup & 6,8,10 Oz ice cream bowl features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.

Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Overall Dimensions
Suitable for: 98 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 5.20 Kg
Carton Dimension: Width 520 mm, Height 220 mm.
Material: PET
Color: Clear
Shape: Round
"				taxable		1			0	0					1		88000		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-dome-lid-for-pet-juice-cup-12,16,20,24-oz-without-hole-98-diameter-1000-pcs.jpg,/hotpack-dome-lid-for-pet-juice-cup-12,16,20,24-oz-without-hole-98-diameter-1000-pcs-1.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	"Bpa free: This item is free of the chemical bisphenol a (bpa) and is safe for food contact
"	"Recyclable: This item is able to be recycled under some recycling programs
"	"Crystal clear color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble
"	"Comfortably disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use
"															
	simple	pack-3-0351	Hotpack - Dome Lid For Deli Round Container Pet 8,12,16,24,32 - 500 pcs	DLIDDCRPETHP			500 pcs	1	0	visible	Hotpack - Dome Lid For Deli Round Container Pet 8,12,16,24,32 - 500 pcs	"Hotpack - Dome Lid For Deli Round Container Pet 8,12,16,24,32 - 500 pcs - This pet plastic lid for deli container features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy pet plastic construction ensures durability.

Durable construction
This cup lid is made of durable pet plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Recyclable
This item is able to be recycled under some recycling programs.

Bpa free
This item is free of the chemical bisphenol a (bpa) and is safe for food contact.

Crystal clear color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble.

Comfortably disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Overall dimensions
Suitable for: Hotpack 8/12/16/24/32 oz round deli container
Material: Pet
Color: Clear
Shape: Round
"				taxable		1			0	0					1		57750		Clear Containers, Deli Containers, Green Plastic, PET New Arrival		/hotpack-dome-lid-for-deli-round-container-pet-8,12,16,24,32-500-pcs.jpg	"Durable construction: This cup lid is made of durable pet plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids
"	"Bpa free: This item is free of the chemical bisphenol a (bpa) and is safe for food contact
"	"Recyclable: This item is able to be recycled under some recycling programs
"	"Crystal clear color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble
"	"Comfortably disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use
"															
	simple	pack-3-0352	Hotpack - Flat Lid for Pet Juice Cup 4,8,10 Oz with Hole 78 mm Diameter - 1000 pcs	FLID78			1000 pcs	1	0	visible	Hotpack - Flat Lid for Pet Juice Cup 4,8,10 Oz with Hole 78 mm Diameter - 1000 pcs	"Hotpack - Flat Lid for Pet Juice Cup 4,8,10 Oz with Hole 78 mm Diameter - 1000 pcs - This PET plastic lid for 4,8,10 Oz cup features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Overall Dimensions
Suitable for: 78 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 2.40 Kg
Carton Dimension: Width 420 mm, Height 180 mm.
Material: PET
Color: Clear
Shape: Round
"				taxable		1			0	0					1		58300		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-flat-lid-for-pet-juice-cup-4,8,10-oz-with-hole-78-mm-diameter-1000-pcs.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	BPA Free: This item is free of the chemical Bisphenol A (BPA) and is safe for food contact	Recyclable: This item is able to be recycled under some recycling programs	Crystal Clear Color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble	Comfortably Disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use															
	simple	pack-3-0353	Hotpack - Flat Lid for Pet Juice Cup 4,8,10 Oz without Hole 78 mm Diameter - 1000 pcs	FLID78NH			1000 pcs	1	0	visible	Hotpack - Flat Lid for Pet Juice Cup 4,8,10 Oz without Hole 78 mm Diameter - 1000 pcs	"Hotpack - Flat Lid for Pet Juice Cup 4,8,10 Oz without Hole 78 mm Diameter - 1000 pcs - This PET plastic lid for 4,8, 10 Oz cup features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Overall Dimensions
Suitable for: 78 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 2.40 Kg
Carton Dimension: Width 420 mm, Height 180 mm.
Material: PET
Color: Clear
Shape: Round
"				taxable		1			0	0					1		58300		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-flat-lid-for-pet-juice-cup-4,8,10-oz-without-hole-78-mm-diameter-1000-pcs.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	BPA Free: This item is free of the chemical Bisphenol A (BPA) and is safe for food contact	Recyclable: This item is able to be recycled under some recycling programs	Crystal Clear Color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble	Comfortably Disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use															
	simple	pack-3-0354	Hotpack - Flat Lid For Pet Juice Cup 12,14,16 Oz with Hole 91 Diameter - 1000 pcs	FLID91			1000 pcs	1	0	visible	Hotpack - Flat Lid For Pet Juice Cup 12,14,16 Oz with Hole 91 Diameter - 1000 pcs	"Hotpack - Flat Lid For Pet Juice Cup 12,14,16 Oz with Hole 91 Diameter - 1000 pcs - This PET plastic lid for 12,14,16 Oz cup features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about them bending or breaking of one of these cup lids.

Overall Dimensions
Suitable for: 91 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 4 Kg
Carton Dimension: Length 600 mm, Width 490 mm, Height 200 mm.
Material: PET
Color: Clear
Shape: Round
"				taxable		1			0	0					1		66000		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-flat-lid-for-pet-juice-cup-12,14,16-oz-with-hole-91-diameter-1000-pcs.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	BPA Free: This item is free of the chemical Bisphenol A (BPA) and is safe for food contact	Recyclable: This item is able to be recycled under some recycling programs	Crystal Clear Color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble	Comfortably Disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use															
	simple	pack-3-0355	Hotpack - Flat Lid For Pet Juice Cup 12,16,20,24 Oz with Hole 98 Diameter - 1000 pcs	FLID98			1000 pcs	1	0	visible	Hotpack - Flat Lid For Pet Juice Cup 12,16,20,24 Oz with Hole 98 Diameter - 1000 pcs	"Hotpack - Flat Lid For Pet Juice Cup 12,16,20,24 Oz with Hole 98 Diameter - 1000 pcs - This PET plastic lid for 12,14,16,20,24 Oz cup & 6,8,10 Oz ice cream bowl features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy PET plastic construction ensures durability.

Recyclable
This item is able to be recycled under some recycling programs.

BPA Free
This item is free of the chemical Bisphenol A (BPA) and is safe for food contact.

Crystal Clear Color
This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble.

Comfortably Disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Durable Construction
This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Overall Dimensions
Suitable for: 98 mm top diameter cup
Packing: 10 Sleeves of 100 Pieces
Weight: 4 Kg
Carton Dimension: Width 520 mm, Height 220 mm.
Material: PET
Color: Clear
Shape: Round
"				taxable		1			0	0					1		71500		Clear Cups and Bottles, Green Plastic, PET New Arrival		/hotpack-flat-lid-for-pet-juice-cup-12,16,20,24-oz-with-hole-98-diameter-1000-pcs.jpg	Durable Construction: This cup lid is made of durable PET plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids	BPA Free: This item is free of the chemical Bisphenol A (BPA) and is safe for food contact	Recyclable: This item is able to be recycled under some recycling programs	Crystal Clear Color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble	Comfortably Disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use															
	simple	pack-3-0356	Hotpack - Flat Lid for Deli Round Container Pet 8,12,16,24,32 - 500 pcs	FLIDDCRPET			500 pcs	1	0	visible	Hotpack - Flat Lid for Deli Round Container Pet 8,12,16,24,32 - 500 pcs	"Hotpack - Flat Lid for Deli Round Container Pet 8,12,16,24,32 - 500 pcs - This pet plastic lid for deli container features a strong seal. Cups, when used with a compatible cup, help to restrict unsightly spills. The crystal clear color provides perfect visibility, but while this lid is in use, the sturdy pet plastic construction ensures durability.

Recyclable
This item is able to be recycled under some recycling programs.

Bpa free
This item is free of the chemical bisphenol a (bpa) and is safe for food contact.

Crystal clear color
this cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning you will save both time and trouble.

Comfortably disposable
This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use!

Durable construction
This cup lid is made of durable pet plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids.

Overall Dimensions
Suitable For: Hotpack 8/12/16/24/32 Oz Round Deli Container
Material: Pet
Color: Clear
Shape: Round
"				taxable		1			0	0					1		49500		Clear Containers, Deli Containers, Green Plastic, PET New Arrival		/hotpack-flat-lid-for-deli-round-container-pet-8,12,16,24,32-500-pcs.jpg	"Durable construction: This cup lid is made of durable pet plastic and is a safe choice for daily operation. Retaining heavy sauces is robust enough, and flexible enough to cover light snacks too. You'll never need to worry about the bending or breaking of one of these cup lids
"	"Bpa free: This item is free of the chemical bisphenol a (bpa) and is safe for food contact
"	Recyclable: This item is able to be recycled under some recycling programs	Crystal Clear Color: This cup lid, with a crystal clear coloring, enables you to see what is inside the cup during busy times for easy identification. Prepare the contents of the cup ahead of time, cover, and when ready for service, come back! By planning, you will save both time and trouble	Comfortably Disposable: This cup lid is easily removable for quick cleaning. Use it to cover material prior to table service, or reserve it exclusively for requests for take-out. The disposability stays the same no matter the use															
	simple	pack-3-0357	Hotpack - Flat Lid for Deli Square Container Pet Cups - 500 pcs	FLIDDCSPETHP			500 pcs	1	0	visible	Hotpack - Flat Lid for Deli Square Container Pet Cups - 500 pcs	"Hotpack - Flat Lid for Deli Square Container Pet Cups - 500 pcs - When customers can't get enough of your homemade macaroni salad, let them take it home in this clear deli container! Great for delis, salad bars, or restaurant take-out applications, this container is designed for transporting and storing cold food items.  With a smooth, rolled rim for easy lid attachment, this container is also extremely efficient. For a more effective take-out process, when used with a compatible lid (sold separately), your puddings and salads will be spill-proof.

Durable construction 
Made with durable plastic, this cup is crack-resistant, meaning you can easily serve homemade macaroni salads, and more! Without the inconvenience and concern of broken sidewalls.

 Excellent product 
Visibility the crystal clear plastic design gives an elegant look to this disposable drinkware and helps improve impulse sales for all your thirst-quenching drinks.

 Recyclable 
 This item is able to be recycled under some recycling programs.
 Bpa free 
This item is free of the chemical bisphenol a (bpa) and is safe for food contact.

Product dimensions 
Length: 119 mm 
Width: 119 mm 
Height: 17.5 mm  
Packing: 10 sleeves of 50 pieces  
Weight: 3.70 
Color: Clear  
Design: Plain 
Suitable for: 8,12,16,24,32 oz deli containers

 Carton Dimension 
Length: 600 mm 
Width: 260 mm 
Height: 305 mm
"				taxable		1			0	0					1		47300		Clear Containers, Deli Containers, Green Plastic, PET New Arrival		/hotpack-flat-lid-for-deli-square-container-pet-cups-500-pcs.jpg	"Durable construction: Made with durable plastic, this cup is crack-resistant, meaning you can easily serve homemade macaroni salads, and more! Without the inconvenience and concern of broken sidewalls
"	"Excellent product: Visibility the crystal clear plastic design gives an elegant look to this disposable drinkware and helps improve impulse sales for all your thirst-quenching drinks
"	"Recyclable: This item is able to be recycled under some recycling programs
"	"Bpa free: This item is free of the chemical bisphenol a (bpa) and is safe for food contact
"																
	simple	pack-3-0358	Hotpack - Pet Face Shield - 5 pcs	FSPET			5 pcs	1	0	visible	Hotpack - Pet Face Shield - 5 pcs	"Hotpack - Pet Face Shield - 5 pcs - Hotpack Introducing First Time in The Middle East Region 100% recyclable Pet Face Shield 

    Product Highlights
    Made in UAE
    Easily adjustable fastening strap fits for all
    Shatter-resistant, safe & flexible
    Suitable for use with glasses and protective face masks
    Excellent transparency.
    Produced with Anti-fogging and can be used for longer periods
    Covering full face to provide high-level protection from fluid spray
    Made from 100% recyclable pet material
    Smooth edges for comfort 

   "				taxable		1			0	0					1		110		New Arrival		/hotpack-pet-face-shield-5-pcs.jpg	Easily adjustable fastening strap fits for all	Shatter-resistant, safe & flexible	Suitable for use with glasses and protective face masks	Excellent transparency	Produced with Anti-fogging and can be used for longer periods	Covering full face to provide high-level protection from fluid spray														
	simple	pack-3-0359	Hotpack - Garbage Bag  105 x 130 cm, 70 Gallon - 10 pcs x  20 packets	G105130			10 pcs x  20 packets	1	0	visible	Hotpack - Garbage Bag  105 x 130 cm, 70 Gallon - 10 pcs x  20 packets	Hotpack - Garbage Bag  105 x 130 cm, 70 Gallon - 10 pcs x  20 packets - Great for all of your waste management needs, this trash bag is the perfect solution for high traffic areas, like outdoor events where customers are on-the-go. With all of the same benefits of a traditional low-density liner, plus the added features ideal for heavy-duty applications, this bag is designed to stand up to the toughest tasks. Plus, the dark white color hides the contents for a professional, more attractive waste management solution.				taxable		1			0	0					1		2090		Garbage Bags, New Arrival		/hotpack-garbage-bag-105-x-130-cm-70-gallon-10-pcs-x-20-packets.jpg	Great for all of your waste management needs, this trash bag is the perfect solution for high traffic areas, like outdoor events where customers are on-the-go	With all of the same benefits of a traditional low-density liner, plus the added features ideal for heavy-duty applications, this bag is designed to stand up to the toughest tasks	Plus, the dark white color hides the contents for a professional, more attractive waste management solution																	
	simple	pack-3-0360	Hotpack - Garbage Bag  65 x 95 cm, 30 Gallon - 20 pcs x 30 packets	G6595			20 pcs x 30 packets	1	0	visible	Hotpack - Garbage Bag  65 x 95 cm, 30 Gallon - 20 pcs x 30 packets	Hotpack - Garbage Bag  65 x 95 cm, 30 Gallon - 20 pcs x 30 packets - Great for all of your waste management needs, this trash bag is the perfect solution for high traffic areas, like outdoor events where customers are on-the-go. With all of the same benefits of a traditional low-density liner, plus the added features ideal for heavy-duty applications, this bag is designed to stand up to the toughest tasks. Plus, the dark white color hides the contents for a professional, more attractive waste management solution.				taxable		1			0	0					1		2090		Garbage Bags, New Arrival		/hotpack-garbage-bag-65-x-95-cm-30-gallon-20-pcs-x-30-packets.jpg	Great for all of your waste management needs, this trash bag is the perfect solution for high traffic areas, like outdoor events where customers are on-the-go	With all of the same benefits of a traditional low-density liner, plus the added features ideal for heavy-duty applications, this bag is designed to stand up to the toughest tasks	Plus, the dark white color hides the contents for a professional, more attractive waste management solution																	
