ID	Type	SKU	Name	Product Code	size	color	pcs	Published	Is featured?	Visibility in catalog	Short description	Description	Date sale price starts	Date sale price ends	Tax status	Tax class	In stock?	Stock	Low stock amount	Backorders allowed?	Sold individually?	Weight (kg)	Length (cm)	Width (cm)	Height (cm)	Allow customer reviews?	Purchase note	Sale price	Regular price	Categories	Tags	Shipping class	Images	feature1	feature2	feature3	feature4	feature5	Download limit	Download expiry days	Parent	Grouped products	Upsells	Cross-sells	External URL	Button text	Position						
	simple	pack-3-0038	Hotpack - 32 oz Biodegradable Multi-Purpose Container Base with Lid - 300 pcs	BDMC32 + DLBDMC2432		White	300 pcs	1	0	visible	Hotpack - 32 oz Biodegradable Multi-Purpose Container Base with Lid - 300 pcs	"Hotpack - 32 oz Biodegradable Multi-Purpose Container Base with Lid - 300 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		92400	Food Packaging > Napkins And Cutlery > Plastic Utensils	spo-disabled, WINTER SALE		/hotpack-32-oz-biodegradable-multi-purpose-container-base-with-lid-300-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0039	Hotpack - Normal Duty Biodegradable Knife - 2000 pcs	BDPK		White	2000 pcs	1	0	visible	Hotpack - Normal Duty Biodegradable Knife - 2000 pcs	"Hotpack - Normal Duty Biodegradable Knife - 2000 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		264000	Food Packaging > Napkins And Cutlery > Plastic Utensils	Eco-Friendly, spo-disabled		/hotpack-normal-duty-biodegradable-knife-2000-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0040	Hotpack - Heavy Duty Biodegradable Knife - 1000 pcs	BDPKHD		White	1000 pcs	1	0	visible	Hotpack - Heavy Duty Biodegradable Knife - 1000 pcs	"Hotpack - Heavy Duty Biodegradable Knife - 1000 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		130900	Food Packaging > Napkins And Cutlery > Plastic Utensils	Eco-Friendly, spo-disabled		/hotpack-heavy-duty- biodegradable-knife-1000-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0041	Hotpack - 12 oz Biodegradable Bowl  - 1000 pcs	BDRB12		White	1000 pcs	1	0	visible	Hotpack - 12 oz Biodegradable Bowl  - 1000 pcs	"Hotpack - 12 oz Biodegradable Bowl  - 1000 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		203500	Food Packaging > Plates, Bowls and Cups > Bowls	Eco-Friendly, spo-disabled		/hotpack-12-oz-biodegradable-bowl-1000-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0042	Hotpack - 16 oz Biodegradable Bowl  - 600 pcs	BDRB16*500		White	600 pcs	1	0	visible	Hotpack - 16 oz Biodegradable Bowl  - 600 pcs	"Hotpack - 16 oz Biodegradable Bowl  - 600 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		110220	Food Packaging > Plates, Bowls and Cups > Bowls	Eco-Friendly, spo-disabled		/hotpack-16-oz-biodegradable-bowl-600-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0043	"Hotpack - Biodegradable Plate 10"" inch - 500 pcs"	BDRP10*500		White	500 pcs	1	0	visible	"Hotpack - Biodegradable Plate 10"" inch - 500 pcs"	"Hotpack - Biodegradable Plate 10"" inch - 500 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		81950	Biodegradable Packaging > Plates	Eco-Friendly, spo-disabled		/hotpack-biodegradable-plate-10-inch-500-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0044	"Hotpack - Biodegradable 3-Compartment Plate 10"" inch - 500 pcs"	BDRP103*500		White	500 pcs	1	0	visible	"Hotpack - Biodegradable 3-Compartment Plate 10"" inch - 500 pcs"	"Hotpack - Biodegradable 3-Compartment Plate 10"" inch - 500 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		88000	Biodegradable Packaging > Plates	Eco-Friendly, spo-disabled		/hotpack-biodegradable-3-compartment-plate-10-inch-500-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0045	"Hotpack - Biodegradable Plate 7"" inch - 1000 pcs"	BDRP7*1000		White	1000 pcs	1	0	visible	"Hotpack - Biodegradable Plate 7"" inch - 1000 pcs"	"Hotpack - Biodegradable Plate 7"" inch - 1000 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		165000	Biodegradable Packaging > Plates	Eco-Friendly, spo-disabled		/hotpack-biodegradable-plate-7-inch-1000-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0046	"Hotpack - Biodegradable Plate 9"" inch - 500 pcs"	BDRP9		White	500 pcs	1	0	visible	"Hotpack - Biodegradable Plate 9"" inch - 500 pcs"	"Hotpack - Biodegradable Plate 9"" inch - 500 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		77000	Biodegradable Packaging > Plates	Eco-Friendly, spo-disabled		/hotpack-biodegradable-plate-9-inch-500-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0047	Hotpack - Biodegradable Hinged Container 6 x 4 inch -1000 pcs	BDSB6X4		White	1000 pcs	1	0	visible	Hotpack - Biodegradable Hinged Container 6 x 4 inch -1000 pcs	"Hotpack - Biodegradable Hinged Container 6 x 4 inch -1000 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		363000	Biodegradable Packaging > Clamshell Containers	Eco-Friendly, spo-disabled		/hotpack-biodegradable-hinged-container-6-x-4-inch-1000-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0048	Hotpack - Biodegradable Hinged Container 7 x 5 inch - 500 pcs	BDSB7X5		White	500 pcs	1	0	visible	Hotpack - Biodegradable Hinged Container 7 x 5 inch - 500 pcs	"Hotpack - Biodegradable Hinged Container 7 x 5 inch - 500 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		104500	Biodegradable Packaging > Clamshell Containers	Eco-Friendly, spo-disabled		/hotpack-biodegradable-hinged-container-7-x-5-inch-500-pcs.jpg	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0049	Hotpack - Biodegradable Hinged Container 9 x 6 inch - 500 pcs	BDSB9X6		White	500 pcs	1	0	visible	Hotpack - Biodegradable Hinged Container 9 x 6 inch - 500 pcs	"Hotpack - Biodegradable Hinged Container 9 x 6 inch - 500 pcs - Hotpack global aims to provide the most high-quality recycled foodservice products in the packaging industry. It is our commitment to be sustainable and inspire everyone and others to spearhead the eco-friendly disposables initiative in order to decrease pollution and harmful waste. We work actively and aspires to create and lead a paradigm in which disposables are ultimately regenerative to the environment. 

All the products are designed to reduce your carbon footprint while providing the convenience of single-use serving-ware these products can be further used in the microwave to warm up items and serve. They are crafted from biodegradable, a plant-based by-product of sugarcane processing, these products help to waste and reduce deforestation by giving a sturdier and more nature-friendly alternative to paper. 

We believe in following a green and eco-lifestyle pathway for a sustainable in the future.

Prices for these products are inclusive of base and lid price. If only base is needed, please do let us know.  
"				taxable		1			0	0					1		146300	Biodegradable Packaging > Clamshell Containers	Eco-Friendly, spo-disabled		/hotpack-biodegradable-hinged-container-9-x-6-inch-500-pcs	Base and lids sold separately (Applicable to certain products)	Fits to use for roasting in the microwave oven and freezing in the refrigerator	Healthy, harmless, sanitary and safe for use	It is naturally degradable & eco-friendly	An ideal alternative to traditional plastic									0						
	simple	pack-3-0050	Hotpack - Foam Meat Tray Absorbent  (13ab) White, 216 x 152 x 120 millimeter - 500 pcs	13AB		White	500 pcs	1	0	visible	Hotpack - Foam Meat Tray Absorbent  (13ab) White, 216 x 152 x 120 millimeter - 500 pcs	Hotpack - Foam Meat Tray Absorbent  (13ab) White, 216 x 152 x 120 millimeter - 500 pcs - The economy choice Hotpack white foam products. It is also non-absorbent to prevent any liquids from leaking through.				taxable		1			0	0					1		 52,250 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-foam-meat-tray-absorbent-(13ab)-white-216-x-152-x-120-millimeter-500-pcs.jpg	The economy choice Hotpack white foam products. 	It is also non-absorbent to prevent any liquids from leaking through.												0						
	simple	pack-3-0051	Hotpack - Rectangular Foam Tray Set (13m) White, 216 x 152 x 20 millimeter - 500 pcs	13M		White	500 pcs	1	0	visible	Hotpack - Rectangular Foam Tray Set (13m) White, 216 x 152 x 20 millimeter - 500 pcs	"Hotpack - Rectangular Foam Tray Set (13m) White, 216 x 152 x 20 millimeter - 500 pcs - Serve your delicious with the economy choice Hotpack white rectangle foam tray.
Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests."				taxable		1			0	0					1		 23,100 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-rectangular-foam-tray-set-(13m)-white-216-x-152-x-20-millimeter-500-pcs.jpg	Serve your delicious with the economy choice Hotpack white rectangle foam tray. 	Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.												0						
	simple	pack-3-0052	Hotpack - Foam Trays (13mb) Black, 216 x 152 x 20 millimeter - 500 pcs	13MB		Black	500 pcs	1	0	visible	Hotpack - Foam Trays (13mb) Black, 216 x 152 x 20 millimeter - 500 pcs	"Hotpack - Foam Trays (13mb) Black, 216 x 152 x 20 millimeter - 500 pcs - Serve your delicious with the economy choice Hotpack white rectangle foam tray.
Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests"				taxable		1			0	0					1		 24,750 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-foam-trays-(13mb)-black-216-x-152-x-20-millimeter-500-pcs.jpg	Serve your delicious with the economy choice Hotpack white rectangle foam tray. 	Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.												0						
	simple	pack-3-0053	Hotpack - Rectangular Foam Tray Set  (13my) Yellow, 216 x 152 x 20millimeter - 500 pcs	13MY		Yellow	500 pcs	1	0	visible	Hotpack - Rectangular Foam Tray Set (13my) Yellow, 216 x 152 x 20millimeter - 500 pcs	Hotpack - Rectangular Foam Tray Set  (13my) Yellow, 216 x 152 x 20millimeter - 500 pcs - Serve your delicious with the economy choice Hotpack white rectangle foam tray. Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests				taxable		1			0	0					1		 24,750 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-rectangular-foam-tray-set-(13my)-yellow-216-x-152-x-20-millimeter-500-pcs.jpg	Serve your delicious with the economy choice Hotpack white rectangle foam tray. 	Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.												0						
	simple	pack-3-0054	Hotpack - Foam Trays (14m) , White - 215 x 178 x 20 millimeter - 250 pcs	14M		White	250 pcs	1	0	visible	Hotpack - Foam Trays (14m) , White - 215 x 178 x 20 millimeter - 250 pcs	Hotpack - Foam Trays (14m) , White - 215 x 178 x 20 millimeter - 250 pcs - Serve your delicious with the economy choice Hotpack white rectangle foam tray. Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests				taxable		1			0	0					1		 8,250 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-foam-trays-(14m)-white-215-x-178-x-20-millimeter-250-pcs.jpg	Serve your delicious with the economy choice Hotpack white rectangle foam tray. 	Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.												0						
	simple	pack-3-0055	Hotpack - Meat Tray Foam Absorbent (18ab) White, 265 x 189 x 20 millimeter - 250 pcs	18AB		White	250 pcs	1	0	visible	Hotpack - Meat Tray Foam Absorbent (18ab) White, 265 x 189 x 20 millimeter - 250 pcs	Hotpack - Meat Tray Foam Absorbent (18ab) White, 265 x 189 x 20 millimeter - 250 pcs - Serve your delicious with the economy choice Hotpack white rectangle foam tray. Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.				taxable		1			0	0					1		 23,375 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-meat-tray-foam-absorbent-(18ab)-white-265-x-189-x-20-millimeter-250-pcs.jpg	Serve your delicious with the economy choice Hotpack white rectangle foam tray. 	Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.												0						
	simple	pack-3-0056	Hotpack - Rectangular Foam Trays Set (3m) White, 220 x 132 x 17millimeter - 500 pcs	3M		White	500 pcs	1	0	visible	Hotpack - Rectangular Foam Trays Set (3m) White, 220 x 132 x 17millimeter - 500 pcs	Hotpack - Rectangular Foam Trays Set (3m) White, 220 x 132 x 17millimeter - 500 pcs - Serve your delicious with the economy choice Hotpack white rectangle foam tray. Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.				taxable		1			0	0					1		 22,000 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-rectangular-foam-trays-set-(3m)-white-220-x-132-x-17-millimeter-500-pcs.jpg	Serve your delicious with the economy choice Hotpack white rectangle foam tray. 	Styrofoam tray have the ability to hold cold and hot foods, this tray is ideal for supermarket for packing fruits, fish and meats and great for serving guests.												0						
	simple	pack-3-0057	Hotpack - Foam Trays (3mb) Black, 220 x 132 x 17millimeter - 500 pcs	3MB		Black	500 pcs	1	0	visible	Hotpack - Foam Trays (3mb) Black, 220 x 132 x 17millimeter - 500 pcs	Hotpack - Foam Trays (3mb) Black, 220 x 132 x 17millimeter - 500 pcs - Serve your delicious with the economy choice Hotpack white rectangle foam tray. Styrofoam tray have the ability to hold cold and hot foods, this foam tray is great for serving salads to guests at your picnic, party , cafeteria				taxable		1			0	0					1		 24,750 	Food Packaging > Napkins And Cutlery > Plastic Utensils	disposable		/hotpack-foam-trays-(3mb)-black-220-x-132-x-17-millimeter-500-pcs.jpg	 Serve your delicious with the economy choice Hotpack white rectangle foam tray. 	Styrofoam tray have the ability to hold cold and hot foods, this foam tray is great for serving salads to guests at your picnic, party, cafeteria.												0						
	simple	pack-3-0058	Hotpack - Foam Barbeque Box With Hinged Lid Set White - 100 pcs	BBQ		White	100 pcs	1	0	visible	Hotpack - Foam Barbeque Box With Hinged Lid Set White - 100 pcs	Hotpack - Foam Barbeque Box With Hinged Lid Set White - 100 pcs - Equipped to handle varied food temperatures. Reliable hinged lid and secure lock				taxable		1			0	0					1		 3,190 	Food Packaging > Food Boxes > Lunch Boxes	disposable		/hotpack-foam-barbeque-box-with-hinged-lid-set-white-100-pcs.jpg	Equipped to handle varied food temperatures. 	Reliable hinged lid and secure lock												0						
	simple	pack-3-0059	Hotpack - Black Base Round Salad Bowl 18 oz Base with Lid - 300 pcs	BBSB18B+BBSBLID		Black	300 pcs	1	0	visible	Hotpack - Black Base Round Salad Bowl 18 oz Base with Lid - 300 pcs	Hotpack - Black Base Round Salad Bowl 18 oz Base with Lid - 300 pcs - Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.				taxable		1			0	0					1		 50,160 	Food Packaging > Containers > Take-Out	disposable		/hotpack-black-base-round-salad-bowl-18-oz-base-with-lid-300-pcs.jpg,/hotpack-black-base-round-salad-bowl-18-oz-base-with-lid-300-pcs-1.jpg	Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! 	Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.												0						
	simple	pack-3-0060	Hotpack - Black Base Round Salad Bowl 24 oz Base with Lid - 300 pcs	BBSB24B+BBSBLID		Black	300 pcs	1	0	visible	Hotpack - Black Base Round Salad Bowl 24 oz Base with Lid - 300 pcs	Hotpack - Black Base Round Salad Bowl 24 oz Base with Lid - 300 pcs - Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.				taxable		1			0	0					1		 56,430 	Food Packaging > Containers > Take-Out	disposable		/hotpack-black-base-round-salad-bowl-24-oz-base-with-lid-300-pcs.jpg,/hotpack-black-base-round-salad-bowl-24-oz-base-with-lid-300-pcs-1.jpg	Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! 	Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.												0						
	simple	pack-3-0061	Hotpack - Black Base Round Salad Bowl 32 oz Base with Lid - 300 pcs	BBSB32B+BBSBLID		Black	300 pcs	1	0	visible	Hotpack - Black Base Round Salad Bowl 32 oz Base with Lid - 300 pcs	Hotpack - Black Base Round Salad Bowl 32 oz Base with Lid - 300 pcs - Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.				taxable		1			0	0					1		 64,350 	Food Packaging > Containers > Take-Out	disposable		/hotpack-black-base-round-salad-bowl-32-oz-base-with-lid-300-pcs.jpg,/hotpack-black-base-round-salad-bowl-32-oz-base-with-lid-300-pcs-1.jpg	Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! 	Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.												0						
	simple	pack-3-0062	Hotpack - Plastic Clear Container 12 oz with Lids - 250 pcs	C12HP		Clear	250 pcs	1	0	visible	Hotpack - Plastic Clear Container 12 oz with Lids - 250 pcs	Hotpack - Plastic Clear Container 12 oz with Lids - 250 pcs - Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.				taxable		1			0	0					1		 15,675 	Food Packaging > Containers > Take-Out	disposable		/hotpack-plastic-clear-container-12-oz-with-lids-250-pcs.jpg	Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! 	Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.												0						
	simple	pack-3-0063	Hotpack - Plastic Clear Container 16 oz with Lids - 250 pcs 	C16HP		Clear	250 pcs	1	0	visible	Hotpack - Plastic Clear Container 16 oz with Lids - 250 pcs 	Hotpack - Plastic Clear Container 16 oz with Lids - 250 pcs - Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.				taxable		1			0	0					1		 22,275 	Food Packaging > Containers > Take-Out	disposable		/hotpack-plastic-clear-container-16-oz-with-lids-250-pcs.jpg	Offer your guests the perfect pleasure by enabling everyone to carry homemade salads, sandwiches, pasta and more with this hotpack clear salads container! 	Such containers, which are made of plastic material and are transparent coating, are ideal for delis, concession stands, food vendors, coffee shops and any retail food business providing take-out.												0						
