Type,Sku,Name/Product Title,Manufacture Name,Short Description,Description,Part Number,In stock,Regular Price,Special Price,product_code,pcs,tag,color,size,Focus Keyword,Meta _Description,Categories,Images,Features_1,Features_2,Features_3,Features_4,Features_5,Features_6,Features_7,Features_8,Features_9,Features_10,specification_1,specification_2,specification_3,specification_4,specification_5,specification_6,specification_7,specification_8,specification_9,specification_10,specification_11,specification_12,specification_13,specification_14,specification_15,specification_16,specification_17,specification_18,specification_19,specification_20,wpbm_choose_badge
,pack-8-0002,"Zain Pack Aluminium Burger Foil Paper, 4x500",,"Zain Pack Aluminium Burger Foil Paper, 4x500","Zain Pack Aluminium Burger Foil Paper, 4x500 - Insulated foil sandwich wrap sheet is perfect for wrapping hot food items in your restaurant , cafe, concession stand, snack bar or food truck! Laminated with parchment, these foil sheets create small pockets of air between layers, providing a barrier to seal in heat, keeping everything from hot sandwiches, bagels and soups to juicy hamburgers and baked potatoes hot and ready!",,1,139.7,,ZAI-AL2535,500,,,,"Zain Pack Aluminium Burger Foil Paper, 4x500","Zain Pack Aluminium Burger Foil Paper, 4x500",Food Packaging > Film > Overwrap,/zain-pack-aluminium-burger-foil-paper-4-x-500.jpg,Helps food retain its natural flavour and moisture and keeps food fresh,It can be used to prevent food from overcooking in a microwave as it's strong and durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0003,Aluminum Foil Containers with Lid 8389 ,,Aluminum Foil Containers with Lid 8389 ,"Aluminum Foil Containers with Lid 8389 - Aluminum foil containers are disposable and can be used to store and serve food. Aluminium containers made of aluminum foil keep in the heat, act as a freshness barrier to moisture and oxygen, and can be recycled. Our food containers are made of heavy-duty aluminium for strength, ease of use, and reuse.

Choose the size that fits your needs or order a range to match the most growing cooking needs. Serve your favorite dish, snap on the lid, and you can freeze it or take it with you to share among your friends and family.  These containers are ideal for small meals, side dishes, pastries, and food service, and they work well for hot or cold food. ",,1,93.5,,ZAI-ACR8389,,,,,Aluminum Foil Containers with Lid 8389 ,Aluminum Foil Containers with Lid 8389 ,Aluminium Products > Containers with Lids,"/aluminum-foil-containers-with-lid-8389.jpg,/aluminum-foil-containers-with-lid-8389-1.jpg",Aluminum foil containers are disposable and can be used to store and serve food,Choose the size that fits your needs or order a range to match the most growing cooking needs,"Serve your favorite dish, snap on the lid, and you can freeze it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0004,Reona Round Toilet Brush - 1x16,,Reona Round Toilet Brush - 1x16,"Reona Round Toilet Brush - 1x16 - The toilet brush head is water-repellent, eliminating the hassle of dripping. Selected materials ensure quality and longevity.
Cleaning time savings: Ergonomic handles make cleaning easier and reduce cleaning time. Comfortable, non-slip handle design, pack with stable and breathable mounting base, it is well ventilated. The simple and beautiful design is tailored to your bathroom.",,1,66,,REO-476 ,16,,,,Reona Round Toilet Brush - 1x16,Reona Round Toilet Brush - 1x16,Hygiene and Protection > Clearning Accessories,/reona-round-toilet-brush-1-x-16.jpg,"The toilet brush head is water-repellent, eliminating the hassle of dripping

",Selected materials ensure quality and longevity,Ergonomic handles make cleaning easier and reduce cleaning time,"Comfortable, non-slip handle design, pack with stable and breathable mounting base, it is well ventilated",The simple and beautiful design is tailored to your bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0005,Reona Activa Toilet Brush - 1x60,,Reona Activa Toilet Brush - 1x60,"Reona Activa Toilet Brush - 1x60 - The toilet brush head is water-repellent, eliminating the hassle of dripping. Selected materials ensure quality and longevity.
Cleaning time savings: Ergonomic handles make cleaning easier and reduce cleaning time. Comfortable, non-slip handle design, pack with stable and breathable mounting base, it is well ventilated. The simple and beautiful design is tailored to your bathroom.",,1,154,,REO-466 ,60,,,,Reona Activa Toilet Brush - 1x60,Reona Activa Toilet Brush - 1x60,Hygiene and Protection > Clearning Accessories,/reona-activa-toilet-brush-1-x-60.jpg,"The toilet brush head is water-repellent, eliminating the hassle of dripping

",Selected materials ensure quality and longevity,Ergonomic handles make cleaning easier and reduce cleaning time,"Comfortable, non-slip handle design, pack with stable and breathable mounting base, it is well ventilated",The simple and beautiful design is tailored to your bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0006,Reona Moderen Toilet Brush with Container 1x24,,Reona Moderen Toilet Brush with Container 1x24,"Reona Moderen Toilet Brush with Container 1x24 - Add bold style to your cleaning routine with this Moderen Toilet Brush from Threshold™. Both functional and attractive, this metal toilet brush with holder easily adds a modern accent to your bathroom, and the sleek and simple design coordinates with your existing decor. Showcasing a solid finish, this toilet brush set offers durability, quality and compelling appeal. Plus, it's easy to tuck into compact spaces, making it a convenient pick to keep on hand at all times.",,1,99,,REO-418,24,,,,Reona Moderen Toilet Brush with Container 1x24,Reona Moderen Toilet Brush with Container 1x24,Hygiene and Protection > Clearning Accessories,/reona-moderen-toilet-brush-with-container-1-x-24.jpg,Toilet brush with holder offers cleanliness while helping you maintain your decor,Modern design keeps your bath space looking sleek and stylish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0007,Reona Italian Broom (Metal Stick Free) - 1x15,,Reona Italian Broom (Metal Stick Free) - 1x15,"Reona Italian Broom (Metal Stick Free) - 1x15 - The long handle help you to stay away from the harmful chemicals used to clean, and don't have to reach the hard to areas, avoid slipping and falling, reduce the risk of injure. We upgraded the design and added plastic cover into the both ends of rods to prevent your hands from being hurt while installing, even safe for the kids when they try to help.",,1,57.2,,REO-558,15,,,,Reona Italian Broom (Metal Stick Free) - 1x15,Reona Italian Broom (Metal Stick Free) - 1x15,Hygiene and Protection > Clearning Accessories,"/reona-italian-broom-(metal-stick-free)-1-x-15.jpg,/reona-italian-broom-(metal-stick-free)-1-x-15-1.jpg","Removable handle, light to carry, easy to assemble","This broom with great grip, easy to clean dust and chip",Having a metal handle makes it much more sturdy and reliable,Hang-up feature for easy to storage,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0008,Reona Push Broom (Metal Stick Free) - 1 x 12,,Reona Push Broom (Metal Stick Free) - 1 x 12,"Reona Push Broom (Metal Stick Free) - 1 x 12 - The long handle help you to stay away from the harmful chemicals used to clean, and don't have to reach the hard to areas, avoid slipping and falling, reduce the risk of injure. We upgraded the design and added plastic cover into the both ends of rods to prevent your hands from being hurt while installing, even safe for the kids when they try to help.",,1,44,,REO-555,12,,,,Reona Push Broom (Metal Stick Free) - 1 x 12,Reona Push Broom (Metal Stick Free) - 1 x 12,Hygiene and Protection > Clearning Accessories,/reona-push-broom-(metal-stick-free)-1-x-12.jpg,"Removable handle, light to carry, easy to assemble","This broom with great grip, easy to clean dust and chip",Having a metal handle makes it much more sturdy and reliable,Hang-up feature for easy to storage,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0009,Reona Tuff Brush (Metal Stick Free) - 1x30,,Reona Tuff Brush (Metal Stick Free) - 1x30,"Reona Tuff Brush (Metal Stick Free) - 1x30 - The long handle help you to stay away from the harmful chemicals used to clean, and don't have to reach the hard to areas, avoid slipping and falling, reduce the risk of injure. We upgraded the design and added plastic cover into the both ends of rods to prevent your hands from being hurt while installing, even safe for the kids when they try to help.",,1,71.5,,REO-551,30,,,,Reona Tuff Brush (Metal Stick Free) - 1x30,Reona Tuff Brush (Metal Stick Free) - 1x30,Hygiene and Protection > Clearning Accessories,/reona-tuff-brush-(metal-stick-free)-1-x-30.jpg,"Removable handle, light to carry, easy to assemble","This broom with great grip, easy to clean dust and chip",Having a metal handle makes it much more sturdy and reliable,Hang-up feature for easy to storage,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0010,Reona Eco Push Broom(Metal Stick Free) - 1x12,,Reona Eco Push Broom(Metal Stick Free) - 1x12,"Reona Eco Push Broom(Metal Stick Free) - 1x12 - The long handle help you to stay away from the harmful chemicals used to clean, and don't have to reach the hard to areas, avoid slipping and falling, reduce the risk of injure. We upgraded the design and added plastic cover into the both ends of rods to prevent your hands from being hurt while installing, even safe for the kids when they try to help.",,1,44,,REO-541,12,,,,Reona Eco Push Broom(Metal Stick Free) - 1x12,Reona Eco Push Broom(Metal Stick Free) - 1x12,Hygiene and Protection > Clearning Accessories,/reona-eco-push-broom-(metal-stick-free)-1-x-12.jpg,"Removable handle, light to carry, easy to assemble","This broom with great grip, easy to clean dust and chip",Having a metal handle makes it much more sturdy and reliable,Hang-up feature for easy to storage,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0011,"Reo-Natural Cotton Mop NC2S 350gm, CEM - 1x36",,"Reo-Natural Cotton Mop NC2S 350gm, CEM - 1x36 ","Reo-Natural Cotton Mop NC2S350gm, CEM - 1x36 - Cotton floor mop. High absorbent properties – absorbs up to 5 times its own weight. No fiber or dirt left behind. Long lasting. Designed for quick and effective cleaning of all kinds of flooring.",,1,58.3,,,36,,,,"Reo-Natural Cotton Mop NC2S 350gm, CEM - 1x36","Reo-Natural Cotton Mop NC2S 350gm, CEM - 1x36 ",Hygiene and Protection > Clearning Accessories,"/reo-natural-cotton-mop-nc2s-350-gm-cem-1-x-36.jpg,/reo-natural-cotton-mop-nc2s-350-gm-cem-1-x-36-1.jpg,/reo-natural-cotton-mop-nc2s-350-gm-cem-1-x-36-2.jpg",Cotton floor mop  ,High absorbent properties,No fiber or dirt left behind,Long lasting,Designed for quick and effective cleaning of all kinds of flooring,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0012,"Reo - Mix Duck Mop 275gm, CEM - 1x60",,"Reo - Mix Duck Mop 275gm, CEM - 1x60","Reo - Mix Duck Mop 275gm, CEM - 1x60 - Cotton floor mop. High absorbent properties – absorbs up to 5 times its own weight. No fiber or dirt left behind. Long lasting. Designed for quick and effective cleaning of all kinds of flooring.",,1,288.2,,,60,,,,"Reo - Mix Duck Mop 275gm, CEM - 1x60","Reo - Mix Duck Mop 275gm, CEM - 1x60",Hygiene and Protection > Clearning Accessories,/reo-mix-duck-mop-275gm-cem-1-x-60.jpg,Cotton floor mop  ,High absorbent properties,No fiber or dirt left behind,Long lasting,Designed for quick and effective cleaning of all kinds of flooring,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0013,"Reo - Cotton Mop PV1S 350gm, CEM - 1 x 36",,"Reo - Cotton Mop PV1S, 350gm, CEM - 1 x 36","Reo - Cotton Mop PV1S, 350gm, CEM - 1 x 36 - Cotton floor mop. High absorbent properties – absorbs up to 5 times its own weight. No fiber or dirt left behind. Long lasting. Designed for quick and effective cleaning of all kinds of flooring.",,1,275,,,36,,,,"Reo - Cotton Mop PV1S 350gm, CEM - 1 x 36","Reo - Cotton Mop PV1S, 350gm, CEM - 1 x 36",Hygiene and Protection > Clearning Accessories,/reo-cotton-mop-pv1s-350-gm-cem-1-x-36.jpg,Cotton floor mop  ,High absorbent properties,No fiber or dirt left behind,Long lasting,Designed for quick and effective cleaning of all kinds of flooring,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0014,"Reo - Cotton Mop PV1S 550gm,CEM - 1x24",,"Reo - Cotton Mop PV1S 550gm,CEM - 1x24","Reo - Cotton Mop PV1S 550gm,CEM - 1x24 - Cotton floor mop. High absorbent properties – absorbs up to 5 times its own weight. No fiber or dirt left behind. Long lasting. Designed for quick and effective cleaning of all kinds of flooring.",,1,275,,,24,,,,"Reo - Cotton Mop PV1S 550gm,CEM - 1x24","Reo - Cotton Mop PV1S 550gm,CEM - 1x24",Hygiene and Protection > Clearning Accessories,/reo-cotton-mop-pv1s-550-gm-cem-1-x-24.jpg,Cotton floor mop  ,High absorbent properties,No fiber or dirt left behind,Long lasting,Designed for quick and effective cleaning of all kinds of flooring,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0015,Deluxe Kitchen Sponge Scourer 3pcs x 120box,,Deluxe Kitchen Sponge Scourer 3pcs x 120box,"Deluxe Kitchen Sponge Scourer 3 pcs x 120 box -  Ideal for many household uses including pots & pans, dishes, tiles, showers & tubs, utensils, sinks, mirrors & windows. Duel sided sponges with scouring pad on one side and sponge on the other. Thick large sponges. Assortment of colored sponges including pink, orange, green, blue and yellow ",,1,181.5,,,3,,,,Deluxe Kitchen Sponge Scourer 3pcs x 120box,Deluxe Kitchen Sponge Scourer 3pcs x 120box,Hygiene and Protection > Clearning Accessories,"/deluxe-kitchen-sponge-scourer-3-pcs-x-120-box.jpg,/deluxe-kitchen-sponge-scourer-3-pcs-x-120-box-1.jpg","Ideal for many household uses including pots , pans, dishes, and tiles",Duel sided sponges with scouring pad on one side and sponge on the other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0016,Heavy Duty Plastic Black Fork - 20 x 50,,Heavy Duty Plastic Black Fork - 20x50 ,Heavy Duty Plastic Black Fork - 20x50 - Our heavy-duty plastic black forks are perfect to use with a number of takeaway & delivery options. These forks have a solid frame which allows you to use it with almost every type of meal. ,,1,121,,ZAI-BK1842FK,50,,,,Heavy Duty Plastic Black Fork - 20 x 50,Heavy Duty Plastic Black Fork - 20x50 ,Food Packaging > Napkins And Cutlery > Plastic Utensils,"/heavy-duty-plastic-black-fork-20x50.jpg,/heavy-duty-plastic-black-fork-20x50-1.jpg",Our heavy-duty black plastic forks are perfect to use with a number of takeaway & delivery options,These forks have a solid frame which allows you to use it with almost every type of meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0017,Heavy Duty Black Cutlery Set - 1 x 500,,Heavy Duty Black Cutlery Set - 1 x 500,"Heavy Duty Black Cutlery Set - 1 x 500 - Wrapped in a clear poly wrapper and boasting a sleek black color, this medium weight, plastic cutlery set with a napkin and is just what your establishment needs. Not only does it increase the speed of service, but it also will satisfy your customers by keeping the utensils clean and sanitary!",,1,132,,ZAI-BC4550,500,,,,Heavy Duty Black Cutlery Set - 1 x 500,Heavy Duty Black Cutlery Set - 1 x 500,Food Packaging > Napkins And Cutlery > Plastic Utensils,"/heavy-duty-black-cutlery-set-1-x-500.jpg,/heavy-duty-black-cutlery-set-1-x-500-1.jpg",Wrapped in a clear poly wrapper and boasting a sleek black color ,Plastic cutlery set with a napkin and is just what your establishment needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0018,Plastic Heavy Duty Black Spoon - 40 x 50,,Plastic Heavy Duty Black Spoon - 40 x 50,"Plastic Heavy Duty Black Spoon - 40 x 50 - Perfect for your dining, cooking, partying, gathering or another catering event, this heavy-duty black plastic spoon will surpass your serving needs! Please fill in your plastic cutlery settings or use it to fill your flatware bins in your snack or concession stand.",,1,121,,ZAI-BK1842SP,50,,,,Plastic Heavy Duty Black Spoon - 40 x 50,Plastic Heavy Duty Black Spoon - 40 x 50,Food Packaging > Napkins And Cutlery > Plastic Utensils,"/plastic-heavy-duty-black-spoon-40-x-50.jpg,/plastic-heavy-duty-black-spoon-40-x-50-1.jpg","Perfect for your dining, cooking, partying, gathering or another catering event ",Please fill in your plastic cutlery settings or use it to fill your flatware bins in your snack or concession stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0019,Plastic Black Fork - 40 x 50,,Plastic Black Fork - 40 x 50,"Plastic Black Fork - 40 x 50 - Perfect for your dining, cooking, partying, gathering or another catering event, this plastic black fork will surpass your serving needs! Please fill in your plastic cutlery settings or use it to fill your flatware bins in your snack or concession stand.",,1,55,,ZAI-WH20FK,50,,,,Plastic Black Fork - 40 x 50,Plastic Black Fork - 40 x 50,Food Packaging > Napkins And Cutlery > Plastic Utensils,/plastic-black-fork-40-x-50.jpg,"Perfect for your dining, cooking, partying, gathering or another catering event ",Please fill in your plastic cutlery settings or use it to fill your flatware bins in your snack or concession stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0020,Heavy Duty Plastic White Forks - 40 x 50,,Heavy Duty Plastic White Forks - 40 x 50,Heavy Duty Plastic White Forks - 40 x 50 - 40 x 50 - Our Heavy-Duty White Plastic Forks are perfect to use with a number of takeaway & delivery options. These forks have a solid frame which allows you to use it with almost every type of meal. ,,1,55,,ZAI-WH20FK,50,,,,Heavy Duty Plastic White Forks - 40 x 50,Heavy Duty Plastic White Forks - 40 x 50,Food Packaging > Napkins And Cutlery > Plastic Utensils,/heavy-duty-plastic-white-forks-40-x-50.jpg,Heavy-Duty White Plastic Forks are perfect to use with a number of takeaway & delivery options ,These forks have a solid frame which allows you to use it with almost every type of meal ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0021,"Plastic Tea Spoon, White - 40 x 50",,"Plastic Tea Spoon, White - 40 x 50","Plastic Tea Spoon, White - 40 x 50 - Beautifully designed and break resistant, each piece of plastic cutlery is carefully engineered for ideal size, balance, and strength. These medium weight teaspoons are pearl white in color and measure 6 in. long. Plastic Teaspoons are the economical disposable alternative to standard tableware. This White polypropylene cutlery is a staple in every breakroom and kitchen.",,1,38.5,,ZAI-WH12SP,50,,,,"Plastic Tea Spoon, White - 40 x 50","Plastic Tea Spoon, White - 40 x 50",Food Packaging > Napkins And Cutlery > Plastic Utensils,/plastic-tea-spoon-white-40-x-50.jpg,Bright white color,Disposable,"Ideal for offices, parties, luncheons, and break room use",Coordinates with any table setting,Resistant to high temperatures,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0022,Plastic Medium White Spoon - 40 x 50,,Plastic Medium White Spoon - 40 x 50,"Plastic Medium White Spoon - 40 x 50 - Perfect for your dining, cooking, partying, gathering or another catering event, this plastic spoon will surpass your serving needs! Please fill in your plastic cutlery settings or use it to fill your flatware bins in your snack or concession stand.",,1,60.5,,ZAI-WH1622SP,50,,,,Plastic Medium White Spoon - 40 x 50,Plastic Medium White Spoon - 40 x 50,Food Packaging > Napkins And Cutlery > Plastic Utensils,/plastic-medium-white-spoon-40-x-50.jpg,"Perfect for your dining, cooking, partying, gathering or another catering event ",Please fill in your plastic cutlery settings or use it to fill your flatware bins in your snack or concession stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0023,Plastic Medium White Fork - 40 x 50,,Plastic Medium White Fork - 40 x 50,Plastic Medium White Fork - 40 x 50 - Our plastic medium white forks are perfect to use with a number of takeaway & delivery options. These forks have a solid frame which allows you to use it with almost every type of meal. ,,1,60.5,,ZAI WC 0013,50,,,,Plastic Medium White Fork - 40 x 50,Plastic Medium White Fork - 40 x 50,Food Packaging > Napkins And Cutlery > Plastic Utensils,/plastic-medium-white-fork-40-x-50.jpg,Our plastic medium white forks are perfect to use with a number of takeaway & delivery options ,These forks have a solid frame which allows you to use it with almost every type of meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0024,"Plastic Medium Cutlery Set, White 1 x 500",,"Plastic Medium Cutlery Set, White 1 x 500","Plastic Medium Cutlery Set, White 1 x 500 - Ideal for catering, concession, snack shacks, and more. Contains all medium weight cutlery to enjoy a take-out meal. Wrapped in plastic for sanitation and convenience. Classic white coloring works well in a variety of venues. Made from polypropylene.",,1,77,,ZAI-SET25WT,50,,,,"Plastic Medium Cutlery Set, White 1 x 500","Plastic Medium Cutlery Set, White 1 x 500",Food Packaging > Napkins And Cutlery > Plastic Utensils,"/plastic-medium-cutlery-set-white-1-x-500.jpg,plastic-medium-cutlery-set-white-1-x-500-1.jpg",Made from polypropylene,Wrapped in plastic for sanitation and convenience," Ideal for catering, concession, snack shacks, and more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0025,COK- Printed Kids Face Mask Disposable & Protective,,COK- Printed Kids Face Mask Disposable & Protective,"COK- Printed Kids Face Mask Disposable & Protective - Behind every mask is a smile. Encourage your child to wear a face mask with these fun designs. Each mask features a contouring nose strip and three layers of protection including a protective fabric layer, filter layer, and a soft inner layer. To wear the face mask, place the side with nose piece upward. Hang the ear loops on the ears. Press the nose piece to fit the bridge of the nose, then press the nose piece and pull the end of the mask to the lower jaw. Adjust the mask so that it covers the bridge of the nose to the lower jaw.",,1,99,,COK-FM0376,,,,,COK- Printed Kids Face Mask Disposable & Protective,COK- Printed Kids Face Mask Disposable & Protective,Hygiene and Protection > Protective Masks,"/cok-printed-kids-face-mask-disposable-and-protective.jpg,/cok-printed-kids-face-mask-disposable-and-protective-1.jpg,cok-printed-kids-face-mask-disposable-and-protective-2.jpg",Single use face masks for children ,Dispose of after each use,"Features a contouring nose strip and three layers of protection including a protective fabric layer, filter layer, and a soft inner layer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0026,XSAFE-LDPE Hand Sleeves White - 20x100,,XSAFE-LDPE Hand Sleeves White - 20x100,"XSAFE-LDPE Hand Sleeves White - 20x100 - Disposable waterproof hand sleeve cover with elastic cuff. The properties of LDPE Hand Sleeves
1) Disposable 
2) Waterproof 
3) Universal Size
4) Support Private Lable",,1,110,,ZAI-4562,100,,,,XSAFE-LDPE Hand Sleeves White - 20x100,XSAFE-LDPE Hand Sleeves White - 20x100,Hygiene and Protection > Gloves,/xsafe-ldpe-hand-sleeves-white-20-x-100.jpg,"Disposable 
",Waterproof ,Universal Size, Support Private Lable,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0027,"Zain Mop Cap, White - 10x100",,"Zain Mop Cap, White - 10x100","Zain Mop Cap, White - 10 x 100 - Mop Caps Pro are made from spunbond non woven polyprop allowing airflow and breathability. Secures hair and minimizes the risk of contamination. Elasticated accommodating a variety of hairstyles. Single Stitch Elastics ensures not only a secure fit, but it also strengthens the mop cap against breakage.",,1,55,,ZAI-MC0151,100,,,,"Zain Mop Cap, White - 10x100","Zain Mop Cap, White - 10x100",Hygiene and Protection > Protective Caps,/zain-mop-cap-white-10-x-100.jpg,High quality MOB CAP,Mop Caps Pro are made from spunbond non woven polyprop allowing airflow and breathability,Elasticated accommodating a variety of hairstyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0028,"Zain Mop Cap, Blue - 10x100",,"Zain Mop Cap, Blue - 10x100","Zain Mop Cap, Blue - 10 x 100 - Mop Caps Pro are made from spunbond non woven polyprop allowing airflow and breathability. Secures hair and minimizes the risk of contamination. Elasticated accommodating a variety of hairstyles. Single Stitch Elastics ensures not only a secure fit, but it also strengthens the mop cap against breakage.",,1,55,,ZAI-MC0153,100,,,,"Zain Mop Cap, Blue - 10x100","Zain Mop Cap, Blue - 10x100",Hygiene and Protection > Protective Caps,/zain-mop-cap-blue-10-x-100.jpg,High quality MOB CAP,Mop Caps Pro are made from spunbond non woven polyprop allowing airflow and breathability,Elasticated accommodating a variety of hairstyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0029,HDPE Disposable White Apron 252- 10 PKT,,HDPE Disposable White Apron 252- 10 PKT,"HDPE Disposable White Apron 252- 10 PKT - Made from HDPE for extra strength, these disposable plastic aprons provide a waterproof covering and protection. With a loop around the neck and a simple tie they are quick and easy to use as a barrier against spills and in aiding with infection control.",,1,60.5,,COK-AP0252,10,,,,HDPE Disposable White Apron 252- 10 PKT,HDPE Disposable White Apron 252- 10 PKT,Hygiene and Protection > Protective Wears,/hdpe-disposable-white-apron-252-10-pkt.jpg,"Made from high-density, polyethylene (or HDPE) for extra strength",Quick and easy to put on,Waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0030,HDPE White Apron 256- 10 PKT,,HDPE White Apron 256- 10 PKT,"HDPE White Apron 256- 10 PKT - Made from HDPE for extra strength, these disposable plastic aprons provide a waterproof covering and protection. With a loop around the neck and a simple tie they are quick and easy to use as a barrier against spills and in aiding with infection control.",,1,66,,COK-AP0256,10,,,,HDPE White Apron 256- 10 PKT,HDPE White Apron 256- 10 PKT,Hygiene and Protection > Protective Wears,/hdpe-white-apron-256-10-pkt.jpg,"Made from high-density, polyethylene (or HDPE) for extra strength",Quick and easy to put on,Waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0031,HDPE Apron Blue 257- 10 PKT,,HDPE Apron Blue 257- 10 PKT,"HDPE Apron Blue 257- 10 PKT - Made from HDPE for extra strength, these disposable plastic aprons provide a waterproof covering and protection. With a loop around the neck and a simple tie they are quick and easy to use as a barrier against spills and in aiding with infection control.",,1,66,,COK-AP0257,10,,,,HDPE Apron Blue 257- 10 PKT,HDPE Apron Blue 257- 10 PKT,Hygiene and Protection > Protective Wears,/hdpe-apron-blue-257-10-pkt.jpg,"Made from high-density, polyethylene (or HDPE) for extra strength",Quick and easy to put on,Waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0032,"Round Nonwoven Chef Hat, 9'' - 10 x 10",,"Round Nonwoven Chef Hat, 9'' - 10x10","Round Nonwoven Chef Hat, 9'' - 10x10 - The chef's hat is the essential accessory for catering professionals, but also for cooking classes, barbecues, birthday parties, or simply to cook cupcakes at home. This cook hat is perforated at the top to allow a better wearing comfort and good ventilation of the head. Very light, it protects the head of the various projections, and prevents hair loss on food.",,1,79.2,, COK-CH0501,10,,,,"Round Nonwoven Chef Hat, 9'' - 10 x 10","Round Nonwoven Chef Hat, 9'' - 10x10",Hygiene and Protection > Chefs Hats,"/round-nonwoven-chef-hat-9''-10-x-10.jpg,/round-nonwoven-chef-hat-9''-10-x-10-1.jpg",The chef's hat is the essential accessory for catering professionals,"Very light, it protects the head of the various projections, and prevents hair loss on food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0033,HDPE Clear Gloves Clear - 10 x 100,,HDPE Clear Gloves Clear - 10x100,"HDPE Clear Gloves Clear - 10x100 - Highly economical polythene alternative to disposable gloves, perfect for messy tasks. Ideal for a variety of household, catering and industrial purposes. Low cost polythene gloves are powder-free and lightweight. Clear gloves are ideal for catering.",,1,77,,,100,,,,HDPE Clear Gloves Clear - 10 x 100,HDPE Clear Gloves Clear - 10x100,Hygiene and Protection > Gloves,/hdpe-clear-gloves-clear-10-x-100.jpg,"Highly economical polythene alternative to disposable gloves, perfect for messy tasks","Ideal for a variety of household, catering and industrial purposes", Low cost polythene gloves are powder-free and lightweight,Clear gloves are ideal for catering,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0034,Blue LDPE Hand Sleeves - 20 x 100,,Blue LDPE Hand Sleeves - 20 x 100,"Blue LDPE Hand Sleeves - 20 x 100 - Polyethylene Sleeve Protectors are elasticated, providing excellent coverage of your arm while working. Ideal for use in a number of applications, particularly in the food preparation and processing industries.",,1,121,,COK-HS0713 ,100,,,,Blue LDPE Hand Sleeves - 20 x 100,Blue LDPE Hand Sleeves - 20 x 100,Hygiene and Protection > Gloves,/blue-ldpe-hand-sleeves-20-x-100.jpg,Made from Low-Density Polyethylene,Elasticated for a firm fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pack-8-0035,"Nitrile Gloves Blue Powder Free, Large - 10 x 100 ",,"Nitrile Gloves Blue Powder Free, Large - 10 x 100 ","Nitrile Gloves Blue Powder Free, Large - 10 x 100 - High quality disposable work gloves for professional use guaranteed to keep your hands protected with enhanced strength and tear resistance. No need to worry about allergies, discomfort, or irritation. Maximum gripping power for when you need to handle wet or dry objects or when procedures get messy. Safe to use in different settings, such as cleaning, scientific labs, mechanical work, restaurants, warehouses, painting, beauty salons, and more. These food grade gloves will fit most adults and are ambidextrous, so they can be worn on either hand. ",,1,148.5,,COK-NG2083,100,,,,"Nitrile Gloves Blue Powder Free, Large - 10 x 100 ","Nitrile Gloves Blue Powder Free, Large - 10 x 100 ",Hygiene and Protection > Nitrile Gloves,"/nitrile-gloves-blue-powder-free-large-10-x-100.jpg,/nitrile-gloves-blue-powder-free-large-10-x-100-1.jpg",High quality disposable work gloves for professional ,"No need to worry about allergies, discomfort, or irritation",Maximum gripping power for when you need to handle wet or dry objects or when procedures get messy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
